,model_num,optimizer,loss_fn,activation_fn,output_activation_fn,epochs,batch_size,neurons_in_inputlayer,num_hiddenlayer,neurons_in_hiddenlayer,num_dropout_layers,loss,mse_test,mae_test,mape_test,cosine_similarity_test,rmse_test,msle_test,corr,total_runtime
121,119.0,nadam,mse,selu,relu,100.0,10.0,1.0,1.0,10.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247,0 days 09:08:40.950942
122,120.0,nadam,mse,selu,relu,100.0,10.0,5.0,1.0,1.0,0.0,6484214677504.0,6484214677504.0,1634243.25,99.99427032470703,0.9999999403953552,2546412.0,100.68657684326172,0.5289031736657247,0 days 09:08:40.950942
123,121.0,nadam,mse,selu,relu,100.0,10.0,5.0,1.0,5.0,0.0,4407099916288.0,4407099916288.0,1170233.375,65.50785064697266,1.0,2099309.5,2.0168395042419434,0.5289031736657247,0 days 09:08:40.950942
124,122.0,nadam,mse,selu,relu,100.0,10.0,5.0,1.0,10.0,0.0,4150986276864.0,4150986276864.0,1056886.5,60.88872146606445,1.0,2037396.875,1.2583651542663574,0.5289031736657247,0 days 09:08:40.950942
125,123.0,nadam,mse,selu,relu,100.0,10.0,10.0,1.0,1.0,0.0,6484214153216.0,6484214153216.0,1634243.0,99.9942398071289,1.0,2546412.0,100.61076354980469,0.5289031736657247,0 days 09:08:40.950942
126,124.0,nadam,mse,selu,relu,100.0,10.0,10.0,1.0,5.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247,0 days 09:08:40.950942
127,125.0,nadam,mse,selu,relu,100.0,10.0,10.0,1.0,10.0,0.0,4338108071936.0,4338108071936.0,1019260.375,62.352577209472656,1.0,2082812.5,0.924842119216919,0.5289031736657247,0 days 09:08:40.950942
128,126.0,nadam,mse,selu,relu,100.0,32.0,1.0,1.0,1.0,0.0,6483685146624.0,6483685146624.0,1634081.125,99.9764633178711,0.9999999403953552,2546308.25,74.6559066772461,0.5289031736657247,0 days 09:08:40.950942
129,127.0,nadam,mse,selu,relu,100.0,32.0,1.0,1.0,5.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247,0 days 09:08:40.950942
130,128.0,nadam,mse,selu,relu,100.0,32.0,1.0,1.0,10.0,0.0,6481018093568.0,6481018093568.0,1633264.75,99.88677215576172,1.0,2545784.5,50.13221740722656,0.5289031736657247,0 days 09:08:40.950942
131,129.0,nadam,mse,selu,relu,100.0,32.0,5.0,1.0,1.0,0.0,6254902640640.0,6254902640640.0,1589981.5,96.56936645507812,1.0,2500980.25,14.646037101745605,0.5289031736657247,0 days 09:08:40.950942
132,130.0,nadam,mse,selu,relu,100.0,32.0,5.0,1.0,5.0,0.0,6477527908352.0,6477527908352.0,1632195.75,99.769287109375,1.0,2545098.75,40.622413635253906,0.5289031736657247,0 days 09:08:40.950942
133,131.0,nadam,mse,selu,relu,100.0,32.0,5.0,1.0,10.0,0.0,4296965619712.0,4296965619712.0,1134788.875,63.752593994140625,1.0,2072912.375,1.8047047853469849,0.5289031736657247,0 days 09:08:40.950942
134,132.0,nadam,mse,selu,relu,100.0,32.0,10.0,1.0,1.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247,0 days 09:08:40.950942
135,133.0,nadam,mse,selu,relu,100.0,32.0,10.0,1.0,5.0,0.0,6484173258752.0,6484173258752.0,1634230.5,99.99286651611328,1.0,2546404.0,96.48400115966797,0.5289031736657247,0 days 09:08:40.950942
136,134.0,nadam,mse,selu,relu,100.0,32.0,10.0,1.0,10.0,0.0,5171899269120.0,5171899269120.0,1363788.125,78.72456359863281,1.0,2274181.0,4.043276309967041,0.5289031736657247,0 days 09:08:40.950942
137,135.0,nadam,mse,selu,relu,100.0,100.0,1.0,1.0,1.0,0.0,6446711308288.0,6446711308288.0,1627203.5,99.45339965820312,1.0,2539037.5,31.875595092773438,0.5289031736657247,0 days 09:08:40.950942
138,136.0,nadam,mse,selu,relu,100.0,100.0,1.0,1.0,5.0,0.0,6484170113024.0,6484170113024.0,1634229.25,99.99272918701172,0.9999999403953552,2546403.25,96.067138671875,0.5289031736657247,0 days 09:08:40.950942
139,137.0,nadam,mse,selu,relu,100.0,100.0,1.0,1.0,10.0,0.0,6390424272896.0,6390424272896.0,1616479.625,98.62528991699219,1.0,2527928.75,22.40034294128418,0.5289031736657247,0 days 09:08:40.950942
140,138.0,nadam,mse,selu,relu,100.0,100.0,5.0,1.0,1.0,0.0,6484363575296.0,6484363575296.0,1634288.75,99.99929809570312,1.0,2546441.25,143.8609619140625,0.5289031736657247,0 days 09:08:40.950942
141,139.0,nadam,mse,selu,relu,100.0,100.0,5.0,1.0,5.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247,0 days 09:08:40.950942
142,140.0,nadam,mse,selu,relu,100.0,100.0,5.0,1.0,10.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247,0 days 09:08:40.950942
143,141.0,nadam,mse,selu,relu,100.0,100.0,10.0,1.0,1.0,0.0,6387620904960.0,6387620904960.0,1615911.5,98.57875061035156,1.0,2527374.25,22.04022216796875,0.5289031736657247,0 days 09:08:40.950942
144,142.0,nadam,mse,selu,relu,100.0,100.0,10.0,1.0,5.0,0.0,6052620271616.0,6052620271616.0,1548947.875,93.39990234375,1.0,2460207.25,10.20897388458252,0.5289031736657247,0 days 09:08:40.950942
145,143.0,nadam,mse,selu,relu,100.0,100.0,10.0,1.0,10.0,0.0,5874420547584.0,5874420547584.0,1510934.25,90.462890625,1.0,2423720.5,8.08036994934082,0.5289031736657247,0 days 09:08:40.950942
146,144.0,nadam,mae,relu,relu,50.0,1.0,1.0,1.0,1.0,0.0,1634295.375,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247,0 days 09:08:40.950942
147,145.0,nadam,mae,relu,relu,50.0,1.0,1.0,1.0,5.0,0.0,1634295.375,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247,0 days 09:08:40.950942
148,146.0,nadam,mae,relu,relu,50.0,1.0,1.0,1.0,10.0,0.0,1634295.375,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247,0 days 09:08:40.950942
149,147.0,nadam,mae,relu,relu,50.0,1.0,5.0,1.0,1.0,0.0,1634295.375,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247,0 days 09:08:40.950942
150,148.0,nadam,mae,relu,relu,50.0,1.0,5.0,1.0,5.0,0.0,1634295.375,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247,0 days 09:08:40.950942
151,149.0,nadam,mae,relu,relu,50.0,1.0,5.0,1.0,10.0,0.0,1634295.375,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247,0 days 09:08:40.950942
152,150.0,nadam,mae,relu,relu,50.0,1.0,10.0,1.0,1.0,0.0,1019807.875,4457771827200.0,1019807.875,63.54163360595703,1.0,2111343.5,0.8642578125,0.5289031736657247,0 days 09:08:40.950942
153,151.0,nadam,mae,relu,relu,50.0,1.0,10.0,1.0,5.0,0.0,1016424.375,4444892692480.0,1016424.375,63.330928802490234,1.0,2108291.5,0.8395096659660339,0.5289031736657247,0 days 09:08:40.950942
154,152.0,nadam,mae,relu,relu,50.0,1.0,10.0,1.0,10.0,0.0,1634295.375,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247,0 days 09:08:40.950942
155,153.0,nadam,mae,relu,relu,50.0,10.0,1.0,1.0,1.0,0.0,1634295.375,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247,0 days 09:08:40.950942
156,154.0,nadam,mae,relu,relu,50.0,10.0,1.0,1.0,5.0,0.0,1634295.375,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247,0 days 09:08:40.950942
157,155.0,nadam,mae,relu,relu,50.0,10.0,1.0,1.0,10.0,0.0,1634295.375,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247,0 days 09:08:40.950942
158,156.0,nadam,mae,relu,relu,50.0,10.0,5.0,1.0,1.0,0.0,1634295.375,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247,0 days 09:08:40.950942
159,157.0,nadam,mae,relu,relu,50.0,10.0,5.0,1.0,5.0,0.0,1634295.375,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247,0 days 09:08:40.950942
160,158.0,nadam,mae,relu,relu,50.0,10.0,5.0,1.0,10.0,0.0,1634295.375,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247,0 days 09:08:40.950942
161,159.0,nadam,mae,relu,relu,50.0,10.0,10.0,1.0,1.0,0.0,1026816.25,4362795483136.0,1026816.25,62.87452697753906,1.0,2088730.625,0.9922010898590088,0.5289031736657247,0 days 09:08:40.950942
162,160.0,nadam,mae,relu,relu,50.0,10.0,10.0,1.0,5.0,0.0,1040385.75,4204476235776.0,1040385.75,61.57632827758789,1.0,2050482.0,1.1510332822799683,0.5289031736657247,0 days 09:08:40.950942
163,161.0,nadam,mae,relu,relu,50.0,10.0,10.0,1.0,10.0,0.0,1634295.375,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247,0 days 09:08:40.950942
164,162.0,nadam,mae,relu,relu,50.0,32.0,1.0,1.0,1.0,0.0,1634295.375,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247,0 days 09:08:40.950942
165,163.0,nadam,mae,relu,relu,50.0,32.0,1.0,1.0,5.0,0.0,1634295.375,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247,0 days 09:08:40.950942
166,164.0,nadam,mae,relu,relu,50.0,32.0,1.0,1.0,10.0,0.0,1511717.625,5876349403136.0,1511717.625,90.55821228027344,1.0,2424118.25,8.20598030090332,0.5289031736657247,0 days 09:08:40.950942
167,165.0,nadam,mae,relu,relu,50.0,32.0,5.0,1.0,1.0,0.0,1634295.375,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247,0 days 09:08:40.950942
168,166.0,nadam,mae,relu,relu,50.0,32.0,5.0,1.0,5.0,0.0,1634295.375,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247,0 days 09:08:40.950942
169,167.0,nadam,mae,relu,relu,50.0,32.0,5.0,1.0,10.0,0.0,1458657.375,5625002065920.0,1458657.375,86.3808822631836,1.0,2371708.75,6.262774467468262,0.5289031736657247,0 days 09:08:40.950942
170,168.0,nadam,mae,relu,relu,50.0,32.0,10.0,1.0,1.0,0.0,1634295.375,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247,0 days 09:08:40.950942
171,169.0,nadam,mae,relu,relu,50.0,32.0,10.0,1.0,5.0,0.0,1634295.375,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247,0 days 09:08:40.950942
172,170.0,nadam,mae,relu,relu,50.0,32.0,10.0,1.0,10.0,0.0,1634295.375,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247,0 days 09:08:40.950942
173,171.0,nadam,mae,relu,relu,50.0,100.0,1.0,1.0,1.0,0.0,1634295.375,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247,0 days 09:08:40.950942
174,172.0,nadam,mae,relu,relu,50.0,100.0,1.0,1.0,5.0,0.0,1634295.375,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247,0 days 09:08:40.950942
175,173.0,nadam,mae,relu,relu,50.0,100.0,1.0,1.0,10.0,0.0,1625103.5,6435567566848.0,1625103.5,99.29231262207031,1.0,2536842.0,29.095439910888672,0.5289031736657247,0 days 09:08:40.950942
176,174.0,nadam,mae,relu,relu,50.0,100.0,5.0,1.0,1.0,0.0,1634295.375,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247,0 days 09:08:40.950942
177,175.0,nadam,mae,relu,relu,50.0,100.0,5.0,1.0,5.0,0.0,1634295.375,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247,0 days 09:08:40.950942
178,176.0,nadam,mae,relu,relu,50.0,100.0,5.0,1.0,10.0,0.0,1618117.875,6398841192448.0,1618117.875,98.75404357910156,1.0,2529593.0,23.381322860717773,0.5289031736657247,0 days 09:08:40.950942
179,177.0,nadam,mae,relu,relu,50.0,100.0,10.0,1.0,1.0,0.0,1634295.375,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247,0 days 09:08:40.950942
180,178.0,nadam,mae,relu,relu,50.0,100.0,10.0,1.0,5.0,0.0,1627005.5,6445644382208.0,1627005.5,99.43843078613281,1.0,2538827.25,31.592744827270508,0.5289031736657247,0 days 09:08:40.950942
181,179.0,nadam,mae,relu,relu,50.0,100.0,10.0,1.0,10.0,0.0,1634295.375,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247,0 days 09:08:40.950942
182,180.0,nadam,mae,relu,relu,100.0,1.0,1.0,1.0,1.0,0.0,1634295.375,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247,0 days 09:08:40.950942
183,181.0,nadam,mae,relu,relu,100.0,1.0,1.0,1.0,5.0,0.0,1634295.375,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247,0 days 09:08:40.950942
184,182.0,nadam,mae,relu,relu,100.0,1.0,1.0,1.0,10.0,0.0,1013257.125,4423394263040.0,1013257.125,63.045108795166016,1.0,2103186.75,0.8224061131477356,0.5289031736657247,0 days 09:08:40.950942
185,183.0,nadam,mae,relu,relu,100.0,1.0,5.0,1.0,1.0,0.0,1634295.375,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247,0 days 09:08:40.950942
186,184.0,nadam,mae,relu,relu,100.0,1.0,5.0,1.0,5.0,0.0,1634295.375,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247,0 days 09:08:40.950942
187,185.0,nadam,mae,relu,relu,100.0,1.0,5.0,1.0,10.0,0.0,1634295.375,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247,0 days 09:08:40.950942
188,186.0,nadam,mae,relu,relu,100.0,1.0,10.0,1.0,1.0,0.0,1007691.9375,4388564500480.0,1007691.9375,62.56970977783203,1.0,2094890.125,0.7933506369590759,0.5289031736657247,0 days 09:08:40.950942
189,187.0,nadam,mae,relu,relu,100.0,1.0,10.0,1.0,5.0,0.0,1634295.375,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247,0 days 09:08:40.950942
190,188.0,nadam,mae,relu,relu,100.0,1.0,10.0,1.0,10.0,0.0,993627.125,4334520107008.0,993627.125,61.776729583740234,1.0,2081951.0,0.7140284180641174,0.5289031736657247,0 days 09:08:40.950942
191,189.0,nadam,mae,relu,relu,100.0,10.0,1.0,1.0,1.0,0.0,1634295.375,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247,0 days 09:08:40.950942
192,190.0,nadam,mae,relu,relu,100.0,10.0,1.0,1.0,5.0,0.0,1634295.375,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247,0 days 09:08:40.950942
193,191.0,nadam,mae,relu,relu,100.0,10.0,1.0,1.0,10.0,0.0,1026053.0,4483616604160.0,1026053.0,63.964874267578125,1.0,2117455.25,0.9136639833450317,0.5289031736657247,0 days 09:08:40.950942
194,192.0,nadam,mae,relu,relu,100.0,10.0,5.0,1.0,1.0,0.0,1634295.375,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247,0 days 09:08:40.950942
195,193.0,nadam,mae,relu,relu,100.0,10.0,5.0,1.0,5.0,0.0,1634295.375,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247,0 days 09:08:40.950942
196,194.0,nadam,mae,relu,relu,100.0,10.0,5.0,1.0,10.0,0.0,1634295.375,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247,0 days 09:08:40.950942
197,195.0,nadam,mae,relu,relu,100.0,10.0,10.0,1.0,1.0,0.0,1634295.375,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247,0 days 09:08:40.950942
198,196.0,nadam,mae,relu,relu,100.0,10.0,10.0,1.0,5.0,0.0,1024036.0625,4474350338048.0,1024036.0625,63.815643310546875,1.0,2115266.0,0.8975531458854675,0.5289031736657247,0 days 09:08:40.950942
199,197.0,nadam,mae,relu,relu,100.0,10.0,10.0,1.0,10.0,0.0,1634295.375,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247,0 days 09:08:40.950942
200,198.0,nadam,mae,relu,relu,100.0,32.0,1.0,1.0,1.0,0.0,1634295.375,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247,0 days 09:08:40.950942
201,199.0,nadam,mae,relu,relu,100.0,32.0,1.0,1.0,5.0,0.0,1349807.0,5100932694016.0,1349807.0,77.79924011230469,1.0,2258524.5,3.90761661529541,0.5289031736657247,0 days 09:08:40.950942
202,200.0,nadam,mae,relu,relu,100.0,32.0,1.0,1.0,10.0,0.0,1634295.375,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247,0 days 09:08:40.950942
203,201.0,nadam,mae,relu,relu,100.0,32.0,5.0,1.0,1.0,0.0,1634295.375,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247,0 days 09:08:40.950942
204,202.0,nadam,mae,relu,relu,100.0,32.0,5.0,1.0,5.0,0.0,1634295.375,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247,0 days 09:08:40.950942
205,203.0,nadam,mae,relu,relu,100.0,32.0,5.0,1.0,10.0,0.0,1051022.125,4175481798656.0,1051022.125,61.35624694824219,1.0,2043399.625,1.2424064874649048,0.5289031736657247,0 days 09:08:40.950942
206,204.0,nadam,mae,relu,relu,100.0,32.0,10.0,1.0,1.0,0.0,1634295.375,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247,0 days 09:08:40.950942
207,205.0,nadam,mae,relu,relu,100.0,32.0,10.0,1.0,5.0,0.0,1092222.625,4196681646080.0,1092222.625,62.05059051513672,1.0,2048580.375,1.533162236213684,0.5289031736657247,0 days 09:08:40.950942
208,206.0,nadam,mae,relu,relu,100.0,32.0,10.0,1.0,10.0,0.0,1634295.375,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247,0 days 09:08:40.950942
209,207.0,nadam,mae,relu,relu,100.0,100.0,1.0,1.0,1.0,0.0,1634295.375,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247,0 days 09:08:40.950942
210,208.0,nadam,mae,relu,relu,100.0,100.0,1.0,1.0,5.0,0.0,1634295.375,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247,0 days 09:08:40.950942
211,209.0,nadam,mae,relu,relu,100.0,100.0,1.0,1.0,10.0,0.0,1634295.375,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247,0 days 09:08:40.950942
212,210.0,nadam,mae,relu,relu,100.0,100.0,5.0,1.0,1.0,0.0,1634295.375,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247,0 days 09:08:40.950942
213,211.0,nadam,mae,relu,relu,100.0,100.0,5.0,1.0,5.0,0.0,1534348.25,5981657366528.0,1534348.25,92.30132293701172,1.0,2445742.75,9.363255500793457,0.5289031736657247,0 days 09:08:40.950942
214,212.0,nadam,mae,relu,relu,100.0,100.0,5.0,1.0,10.0,0.0,1569261.375,6150341263360.0,1569261.375,94.98963165283203,1.0,2479988.25,12.06673812866211,0.5289031736657247,0 days 09:08:40.950942
215,213.0,nadam,mae,relu,relu,100.0,100.0,10.0,1.0,1.0,0.0,1569666.125,6152280604672.0,1569666.125,95.0218734741211,1.0,2480379.25,12.115336418151855,0.5289031736657247,0 days 09:08:40.950942
216,214.0,nadam,mae,relu,relu,100.0,100.0,10.0,1.0,5.0,0.0,1634295.375,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247,0 days 09:08:40.950942
217,215.0,nadam,mae,relu,relu,100.0,100.0,10.0,1.0,10.0,0.0,1634295.375,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247,0 days 09:08:40.950942
218,216.0,nadam,mae,selu,relu,50.0,1.0,1.0,1.0,1.0,0.0,1634295.375,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247,0 days 09:08:40.950942
219,217.0,nadam,mae,selu,relu,50.0,1.0,1.0,1.0,5.0,0.0,1018611.1875,4446606589952.0,1018611.1875,63.40291976928711,1.0,2108697.75,0.8588035106658936,0.5289031736657247,0 days 09:08:40.950942
220,218.0,nadam,mae,selu,relu,50.0,1.0,1.0,1.0,10.0,0.0,1634295.375,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247,0 days 09:08:40.950942
221,219.0,nadam,mae,selu,relu,50.0,1.0,5.0,1.0,1.0,0.0,1634295.375,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247,0 days 09:08:40.950942
222,220.0,nadam,mae,selu,relu,50.0,1.0,5.0,1.0,5.0,0.0,1014201.25,4428901384192.0,1014201.25,63.12103271484375,1.0,2104495.5,0.8278704881668091,0.5289031736657247,0 days 09:08:40.950942
223,221.0,nadam,mae,selu,relu,50.0,1.0,5.0,1.0,10.0,0.0,1010122.125,4400853024768.0,1010122.125,62.74738693237305,1.0,2097821.0,0.8071452975273132,0.5289031736657247,0 days 09:08:40.950942
224,222.0,nadam,mae,selu,relu,50.0,1.0,10.0,1.0,1.0,0.0,1015977.9375,4436584300544.0,1015977.9375,63.237884521484375,1.0,2106320.0,0.8398078083992004,0.5289031736657247,0 days 09:08:40.950942
225,223.0,nadam,mae,selu,relu,50.0,1.0,10.0,1.0,5.0,0.0,1007263.625,4389846122496.0,1007263.625,62.57613754272461,1.0,2095196.0,0.7891786694526672,0.5289031736657247,0 days 09:08:40.950942
226,224.0,nadam,mae,selu,relu,50.0,1.0,10.0,1.0,10.0,0.0,1009827.5,4405306327040.0,1009827.5,62.78862762451172,1.0,2098882.25,0.8023790121078491,0.5289031736657247,0 days 09:08:40.950942
227,225.0,nadam,mae,selu,relu,50.0,10.0,1.0,1.0,1.0,0.0,1634295.375,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247,0 days 09:08:40.950942
228,226.0,nadam,mae,selu,relu,50.0,10.0,1.0,1.0,5.0,0.0,1632854.5,6479678013440.0,1632854.5,99.84168243408203,1.0,2545521.25,45.52837371826172,0.5289031736657247,0 days 09:08:40.950942
229,227.0,nadam,mae,selu,relu,50.0,10.0,1.0,1.0,10.0,0.0,1634295.375,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247,0 days 09:08:40.950942
230,228.0,nadam,mae,selu,relu,50.0,10.0,5.0,1.0,1.0,0.0,1634295.375,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247,0 days 09:08:40.950942
231,229.0,nadam,mae,selu,relu,50.0,10.0,5.0,1.0,5.0,0.0,1267288.125,4761206128640.0,1267288.125,71.88056182861328,1.0,2182018.75,2.898991107940674,0.5289031736657247,0 days 09:08:40.950942
232,230.0,nadam,mae,selu,relu,50.0,10.0,5.0,1.0,10.0,0.0,1027135.8125,4471962206208.0,1027135.8125,63.89765930175781,1.0,2114701.5,0.9318972229957581,0.5289031736657247,0 days 09:08:40.950942
233,231.0,nadam,mae,selu,relu,50.0,10.0,10.0,1.0,1.0,0.0,1035177.8125,4228335009792.0,1035177.8125,61.732906341552734,1.0,2056291.625,1.102525234222412,0.5289031736657247,0 days 09:08:40.950942
234,232.0,nadam,mae,selu,relu,50.0,10.0,10.0,1.0,5.0,0.0,1029736.6875,4288902070272.0,1029736.6875,62.24916076660156,1.0,2070966.5,1.0387840270996094,0.5289031736657247,0 days 09:08:40.950942
235,233.0,nadam,mae,selu,relu,50.0,10.0,10.0,1.0,10.0,0.0,1025766.625,4473756844032.0,1025766.625,63.867347717285156,1.0,2115125.75,0.916000485420227,0.5289031736657247,0 days 09:08:40.950942
236,234.0,nadam,mae,selu,relu,50.0,32.0,1.0,1.0,1.0,0.0,1634284.0,6484348895232.0,1634284.0,99.99876403808594,1.0,2546438.5,132.3258514404297,0.5289031736657247,0 days 09:08:40.950942
237,235.0,nadam,mae,selu,relu,50.0,32.0,1.0,1.0,5.0,0.0,1634295.375,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247,0 days 09:08:40.950942
238,236.0,nadam,mae,selu,relu,50.0,32.0,1.0,1.0,10.0,0.0,1420562.75,5437773578240.0,1420562.75,83.24118041992188,1.0,2331903.5,5.237645626068115,0.5289031736657247,0 days 09:08:40.950942
239,237.0,nadam,mae,selu,relu,50.0,32.0,5.0,1.0,1.0,0.0,1634295.375,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247,0 days 09:08:40.950942
240,238.0,nadam,mae,selu,relu,50.0,32.0,5.0,1.0,5.0,0.0,1634295.375,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247,0 days 09:08:40.950942
241,239.0,nadam,mae,selu,relu,50.0,32.0,5.0,1.0,10.0,0.0,1111980.5,4237957791744.0,1111980.5,62.783111572265625,1.0,2058630.125,1.6658499240875244,0.5289031736657247,0 days 09:08:40.950942
242,240.0,nadam,mae,selu,relu,50.0,32.0,10.0,1.0,1.0,0.0,1472157.0,5689868025856.0,1472157.0,87.44733428955078,1.0,2385344.5,6.665788650512695,0.5289031736657247,0 days 09:08:40.950942
243,241.0,nadam,mae,selu,relu,50.0,32.0,10.0,1.0,5.0,0.0,1634295.375,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247,0 days 09:08:40.950942
244,242.0,nadam,mae,selu,relu,50.0,32.0,10.0,1.0,10.0,0.0,1177828.75,4427826593792.0,1177828.75,66.1409912109375,1.0,2104240.25,2.1246113777160645,0.5289031736657247,0 days 09:08:40.950942
245,243.0,nadam,mae,selu,relu,50.0,100.0,1.0,1.0,1.0,0.0,1632205.125,6473247096832.0,1632205.125,99.8389663696289,1.0,2544257.75,47.009220123291016,0.5289031736657247,0 days 09:08:40.950942
246,244.0,nadam,mae,selu,relu,50.0,100.0,1.0,1.0,5.0,0.0,1634295.375,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247,0 days 09:08:40.950942
