,model_num,optimizer,loss_fn,activation_fn,output_activation_fn,epochs,batch_size,neurons_in_inputlayer,num_hiddenlayer,neurons_in_hiddenlayer,num_dropout_layers,loss,mse_test,mae_test,mape_test,cosine_similarity_test,rmse_test,msle_test,corr
340,340.0,adam,mse,selu,relu,100.0,10.0,2.0,1.0,1.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
341,341.0,adam,mse,selu,relu,100.0,10.0,2.0,1.0,2.0,0.0,4447988088832.0,4447988088832.0,1182901.75,66.32246398925781,1.0,2109025.5,2.1299407482147217,0.5289031736657247
342,342.0,adam,mse,selu,relu,100.0,10.0,2.0,1.0,4.0,0.0,4407229939712.0,4407229939712.0,1170907.625,65.63707733154297,1.0,2099340.25,2.0446853637695312,0.5289031736657247
343,343.0,adam,mse,selu,relu,100.0,10.0,2.0,1.0,10.0,0.0,4298066886656.0,4298066886656.0,1134674.5,63.59453201293945,1.0,2073178.0,1.7749834060668945,0.5289031736657247
344,344.0,adam,mse,selu,relu,100.0,10.0,4.0,1.0,1.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
345,345.0,adam,mse,selu,relu,100.0,10.0,4.0,1.0,2.0,0.0,5617473290240.0,5617473290240.0,1456180.625,86.11231231689453,1.0,2370121.0,6.079232215881348,0.5289031736657247
346,346.0,adam,mse,selu,relu,100.0,10.0,4.0,1.0,4.0,0.0,4153515966464.0,4153515966464.0,1057332.125,60.95927429199219,1.0,2038017.625,1.2656139135360718,0.5289031736657247
347,347.0,adam,mse,selu,relu,100.0,10.0,4.0,1.0,10.0,0.0,4154077741056.0,4154077741056.0,1064552.25,60.97713088989258,1.0,2038155.5,1.3110164403915405,0.5289031736657247
348,348.0,adam,mse,selu,relu,100.0,10.0,10.0,1.0,1.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
349,349.0,adam,mse,selu,relu,100.0,10.0,10.0,1.0,2.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
350,350.0,adam,mse,selu,relu,100.0,10.0,10.0,1.0,4.0,0.0,4679864418304.0,4679864418304.0,1244905.25,70.24980163574219,1.0,2163299.5,2.632373094558716,0.5289031736657247
351,351.0,adam,mse,selu,relu,100.0,10.0,10.0,1.0,10.0,0.0,4154318913536.0,4154318913536.0,1048221.375,60.84724807739258,1.0,2038214.625,1.1990704536437988,0.5289031736657247
352,352.0,adam,mse,selu,relu,100.0,32.0,1.0,1.0,1.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
353,353.0,adam,mse,selu,relu,100.0,32.0,1.0,1.0,2.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
354,354.0,adam,mse,selu,relu,100.0,32.0,1.0,1.0,4.0,0.0,6076197502976.0,6076197502976.0,1554004.25,93.80548095703125,1.0,2464994.5,10.652472496032715,0.5289031736657247
355,355.0,adam,mse,selu,relu,100.0,32.0,1.0,1.0,10.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
356,356.0,adam,mse,selu,relu,100.0,32.0,2.0,1.0,1.0,0.0,6484326875136.0,6484326875136.0,1634277.375,99.9980239868164,0.9999999403953552,2546434.25,122.38319396972656,0.5289031736657247
357,357.0,adam,mse,selu,relu,100.0,32.0,2.0,1.0,2.0,0.0,6482200887296.0,6482200887296.0,1633627.0,99.92655181884766,1.0,2546016.75,56.40776062011719,0.5289031736657247
358,358.0,adam,mse,selu,relu,100.0,32.0,2.0,1.0,4.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
359,359.0,adam,mse,selu,relu,100.0,32.0,2.0,1.0,10.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
360,360.0,adam,mse,selu,relu,100.0,32.0,4.0,1.0,1.0,0.0,5890742157312.0,5890742157312.0,1514664.25,90.76715850830078,1.0,2427085.0,8.289918899536133,0.5289031736657247
361,361.0,adam,mse,selu,relu,100.0,32.0,4.0,1.0,2.0,0.0,6484285980672.0,6484285980672.0,1634264.75,99.99666595458984,0.9999999403953552,2546426.0,111.52974700927734,0.5289031736657247
362,362.0,adam,mse,selu,relu,100.0,32.0,4.0,1.0,4.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
363,363.0,adam,mse,selu,relu,100.0,32.0,4.0,1.0,10.0,0.0,4271225176064.0,4271225176064.0,1125353.25,63.3133659362793,1.0,2066694.25,1.7440334558486938,0.5289031736657247
364,364.0,adam,mse,selu,relu,100.0,32.0,10.0,1.0,1.0,0.0,6484321632256.0,6484321632256.0,1634275.75,99.99787139892578,1.0,2546433.0,120.7702865600586,0.5289031736657247
365,365.0,adam,mse,selu,relu,100.0,32.0,10.0,1.0,2.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
366,366.0,adam,mse,selu,relu,100.0,32.0,10.0,1.0,4.0,0.0,5620786266112.0,5620786266112.0,1457347.5,86.24285888671875,1.0,2370819.75,6.169323444366455,0.5289031736657247
367,367.0,adam,mse,selu,relu,100.0,32.0,10.0,1.0,10.0,0.0,4615380140032.0,4615380140032.0,1229127.5,69.29561614990234,1.0,2148343.5,2.5272934436798096,0.5289031736657247
368,368.0,adam,mse,selu,relu,100.0,100.0,1.0,1.0,1.0,0.0,6484360953856.0,6484360953856.0,1634287.75,99.99919128417969,0.9999999403953552,2546440.75,141.0508575439453,0.5289031736657247
369,369.0,adam,mse,selu,relu,100.0,100.0,1.0,1.0,2.0,0.0,6484336836608.0,6484336836608.0,1634280.625,99.99839782714844,0.9999999403953552,2546436.0,126.72457885742188,0.5289031736657247
370,370.0,adam,mse,selu,relu,100.0,100.0,1.0,1.0,4.0,0.0,6357454422016.0,6357454422016.0,1610150.375,98.13775634765625,1.0,2521399.25,19.679306030273438,0.5289031736657247
371,371.0,adam,mse,selu,relu,100.0,100.0,1.0,1.0,10.0,0.0,6308823564288.0,6308823564288.0,1600739.0,97.41403198242188,1.0,2511737.25,16.950075149536133,0.5289031736657247
372,372.0,adam,mse,selu,relu,100.0,100.0,2.0,1.0,1.0,0.0,6484366721024.0,6484366721024.0,1634289.75,99.99935150146484,0.9999999403953552,2546442.0,145.85128784179688,0.5289031736657247
373,373.0,adam,mse,selu,relu,100.0,100.0,2.0,1.0,2.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
374,374.0,adam,mse,selu,relu,100.0,100.0,2.0,1.0,4.0,0.0,6323591184384.0,6323591184384.0,1603613.125,97.63550567626953,1.0,2514675.25,17.679080963134766,0.5289031736657247
375,375.0,adam,mse,selu,relu,100.0,100.0,2.0,1.0,10.0,0.0,6138812170240.0,6138812170240.0,1566872.875,94.80113220214844,1.0,2477662.75,11.799635887145996,0.5289031736657247
376,376.0,adam,mse,selu,relu,100.0,100.0,4.0,1.0,1.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
377,377.0,adam,mse,selu,relu,100.0,100.0,4.0,1.0,2.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
378,378.0,adam,mse,selu,relu,100.0,100.0,4.0,1.0,4.0,0.0,6484324253696.0,6484324253696.0,1634276.375,99.9979476928711,1.0,2546433.75,121.54833984375,0.5289031736657247
379,379.0,adam,mse,selu,relu,100.0,100.0,4.0,1.0,10.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
380,380.0,adam,mse,selu,relu,100.0,100.0,10.0,1.0,1.0,0.0,6484366721024.0,6484366721024.0,1634289.75,99.99935150146484,1.0,2546442.0,145.906005859375,0.5289031736657247
381,381.0,adam,mse,selu,relu,100.0,100.0,10.0,1.0,2.0,0.0,6045790896128.0,6045790896128.0,1547737.125,93.32588958740234,1.0,2458819.0,10.200739860534668,0.5289031736657247
382,382.0,adam,mse,selu,relu,100.0,100.0,10.0,1.0,4.0,0.0,6245266751488.0,6245266751488.0,1588173.0,96.43849182128906,1.0,2499053.25,14.425969123840332,0.5289031736657247
383,383.0,adam,mse,selu,relu,100.0,100.0,10.0,1.0,10.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
384,384.0,adam,mape,relu,relu,1.0,1.0,1.0,1.0,1.0,0.0,100.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
385,385.0,adam,mape,relu,relu,1.0,1.0,1.0,1.0,2.0,0.0,100.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
386,386.0,adam,mape,relu,relu,1.0,1.0,1.0,1.0,4.0,0.0,100.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
387,387.0,adam,mape,relu,relu,1.0,1.0,1.0,1.0,10.0,0.0,100.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
388,388.0,adam,mape,relu,relu,1.0,1.0,2.0,1.0,1.0,0.0,100.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
389,389.0,adam,mape,relu,relu,1.0,1.0,2.0,1.0,2.0,0.0,99.71754455566406,6464877363200.0,1630630.625,99.71754455566406,1.0,2542612.25,39.6770133972168,0.5289031736657247
390,390.0,adam,mape,relu,relu,1.0,1.0,2.0,1.0,4.0,0.0,99.47660827636719,6448273686528.0,1627501.375,99.47660827636719,1.0,2539345.25,32.376407623291016,0.5289031736657247
391,391.0,adam,mape,relu,relu,1.0,1.0,2.0,1.0,10.0,0.0,100.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
392,392.0,adam,mape,relu,relu,1.0,1.0,4.0,1.0,1.0,0.0,100.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
393,393.0,adam,mape,relu,relu,1.0,1.0,4.0,1.0,2.0,0.0,99.70089721679688,6463715540992.0,1630413.0,99.70089721679688,1.0,2542383.75,38.97978591918945,0.5289031736657247
394,394.0,adam,mape,relu,relu,1.0,1.0,4.0,1.0,4.0,0.0,100.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
395,395.0,adam,mape,relu,relu,1.0,1.0,4.0,1.0,10.0,0.0,98.80936431884766,6402634416128.0,1618839.25,98.80936431884766,1.0,2530342.75,23.809919357299805,0.5289031736657247
396,396.0,adam,mape,relu,relu,1.0,1.0,10.0,1.0,1.0,0.0,100.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
397,397.0,adam,mape,relu,relu,1.0,1.0,10.0,1.0,2.0,0.0,98.18341827392578,6360230526976.0,1610712.125,98.18341827392578,1.0,2521949.75,19.93142318725586,0.5289031736657247
398,398.0,adam,mape,relu,relu,1.0,1.0,10.0,1.0,4.0,0.0,94.30725860595703,6106660208640.0,1560382.375,94.30725860595703,1.0,2471165.75,11.23015308380127,0.5289031736657247
399,399.0,adam,mape,relu,relu,1.0,1.0,10.0,1.0,10.0,0.0,100.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
400,400.0,adam,mape,relu,relu,1.0,10.0,1.0,1.0,1.0,0.0,100.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
401,401.0,adam,mape,relu,relu,1.0,10.0,1.0,1.0,2.0,0.0,100.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
402,402.0,adam,mape,relu,relu,1.0,10.0,1.0,1.0,4.0,0.0,100.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
403,403.0,adam,mape,relu,relu,1.0,10.0,1.0,1.0,10.0,0.0,100.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
404,404.0,adam,mape,relu,relu,1.0,10.0,2.0,1.0,1.0,0.0,99.97512817382812,6482659639296.0,1633972.0,99.97512817382812,1.0,2546106.75,75.87092590332031,0.5289031736657247
405,405.0,adam,mape,relu,relu,1.0,10.0,2.0,1.0,2.0,0.0,100.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
406,406.0,adam,mape,relu,relu,1.0,10.0,2.0,1.0,4.0,0.0,100.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
407,407.0,adam,mape,relu,relu,1.0,10.0,2.0,1.0,10.0,0.0,100.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
408,408.0,adam,mape,relu,relu,1.0,10.0,4.0,1.0,1.0,0.0,99.98587036132812,6483404652544.0,1634111.5,99.98587036132812,1.0,2546253.0,85.85020446777344,0.5289031736657247
409,409.0,adam,mape,relu,relu,1.0,10.0,4.0,1.0,2.0,0.0,100.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
410,410.0,adam,mape,relu,relu,1.0,10.0,4.0,1.0,4.0,0.0,100.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
411,411.0,adam,mape,relu,relu,1.0,10.0,4.0,1.0,10.0,0.0,100.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
412,412.0,adam,mape,relu,relu,1.0,10.0,10.0,1.0,1.0,0.0,100.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
413,413.0,adam,mape,relu,relu,1.0,10.0,10.0,1.0,2.0,0.0,99.98533630371094,6483369525248.0,1634104.75,99.98533630371094,1.0,2546246.25,85.16650390625,0.5289031736657247
414,414.0,adam,mape,relu,relu,1.0,10.0,10.0,1.0,4.0,0.0,99.95549774169922,6481298587648.0,1633717.375,99.95549774169922,1.0,2545839.5,66.15057373046875,0.5289031736657247
415,415.0,adam,mape,relu,relu,1.0,10.0,10.0,1.0,10.0,0.0,100.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
416,416.0,adam,mape,relu,relu,1.0,32.0,1.0,1.0,1.0,0.0,99.96931457519531,6482251743232.0,1633896.0,99.96931457519531,1.0,2546026.75,72.32955932617188,0.5289031736657247
417,417.0,adam,mape,relu,relu,1.0,32.0,1.0,1.0,2.0,0.0,100.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
418,418.0,adam,mape,relu,relu,1.0,32.0,1.0,1.0,4.0,0.0,100.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
419,419.0,adam,mape,relu,relu,1.0,32.0,1.0,1.0,10.0,0.0,100.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
420,420.0,adam,mape,relu,relu,1.0,32.0,2.0,1.0,1.0,0.0,100.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
421,421.0,adam,mape,relu,relu,1.0,32.0,2.0,1.0,2.0,0.0,100.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
422,422.0,adam,mape,relu,relu,1.0,32.0,2.0,1.0,4.0,0.0,100.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
423,423.0,adam,mape,relu,relu,1.0,32.0,2.0,1.0,10.0,0.0,100.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
424,424.0,adam,mape,relu,relu,1.0,32.0,4.0,1.0,1.0,0.0,100.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
425,425.0,adam,mape,relu,relu,1.0,32.0,4.0,1.0,2.0,0.0,100.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
426,426.0,adam,mape,relu,relu,1.0,32.0,4.0,1.0,4.0,0.0,99.97129821777344,6482391203840.0,1633922.0,99.97129821777344,1.0,2546054.0,73.4535140991211,0.5289031736657247
427,427.0,adam,mape,relu,relu,1.0,32.0,4.0,1.0,10.0,0.0,99.98863983154297,6483596017664.0,1634147.625,99.98863983154297,1.0,2546290.75,89.88922882080078,0.5289031736657247
428,428.0,adam,mape,relu,relu,1.0,32.0,10.0,1.0,1.0,0.0,100.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
429,429.0,adam,mape,relu,relu,1.0,32.0,10.0,1.0,2.0,0.0,100.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
430,430.0,adam,mape,relu,relu,1.0,32.0,10.0,1.0,4.0,0.0,99.9871826171875,6483495878656.0,1634128.75,99.9871826171875,1.0,2546271.0,87.65243530273438,0.5289031736657247
431,431.0,adam,mape,relu,relu,1.0,32.0,10.0,1.0,10.0,0.0,99.9910888671875,6483766935552.0,1634179.625,99.9910888671875,1.0,2546324.25,94.45978546142578,0.5289031736657247
432,432.0,adam,mape,relu,relu,1.0,100.0,1.0,1.0,1.0,0.0,100.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
433,433.0,adam,mape,relu,relu,1.0,100.0,1.0,1.0,2.0,0.0,100.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
434,434.0,adam,mape,relu,relu,1.0,100.0,1.0,1.0,4.0,0.0,99.9871826171875,6483493781504.0,1634128.5,99.9871826171875,1.0,2546270.5,87.69729614257812,0.5289031736657247
435,435.0,adam,mape,relu,relu,1.0,100.0,1.0,1.0,10.0,0.0,100.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
436,436.0,adam,mape,relu,relu,1.0,100.0,2.0,1.0,1.0,0.0,100.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
437,437.0,adam,mape,relu,relu,1.0,100.0,2.0,1.0,2.0,0.0,99.9996337890625,6484359905280.0,1634290.625,99.9996337890625,1.0,2546440.75,156.85874938964844,0.5289031736657247
438,438.0,adam,mape,relu,relu,1.0,100.0,2.0,1.0,4.0,0.0,100.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
439,439.0,adam,mape,relu,relu,1.0,100.0,2.0,1.0,10.0,0.0,100.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
440,440.0,adam,mape,relu,relu,1.0,100.0,4.0,1.0,1.0,0.0,100.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
441,441.0,adam,mape,relu,relu,1.0,100.0,4.0,1.0,2.0,0.0,100.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
442,442.0,adam,mape,relu,relu,1.0,100.0,4.0,1.0,4.0,0.0,100.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
443,443.0,adam,mape,relu,relu,1.0,100.0,4.0,1.0,10.0,0.0,100.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
444,444.0,adam,mape,relu,relu,1.0,100.0,10.0,1.0,1.0,0.0,100.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
445,445.0,adam,mape,relu,relu,1.0,100.0,10.0,1.0,2.0,0.0,100.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
446,446.0,adam,mape,relu,relu,1.0,100.0,10.0,1.0,4.0,0.0,100.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
447,447.0,adam,mape,relu,relu,1.0,100.0,10.0,1.0,10.0,0.0,99.99980163574219,6484372488192.0,1634292.75,99.99980163574219,1.0,2546443.0,168.04087829589844,0.5289031736657247
448,448.0,adam,mape,relu,relu,10.0,1.0,1.0,1.0,1.0,0.0,100.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
449,449.0,adam,mape,relu,relu,10.0,1.0,1.0,1.0,2.0,0.0,100.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
450,450.0,adam,mape,relu,relu,10.0,1.0,1.0,1.0,4.0,0.0,100.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
451,451.0,adam,mape,relu,relu,10.0,1.0,1.0,1.0,10.0,0.0,100.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
452,452.0,adam,mape,relu,relu,10.0,1.0,2.0,1.0,1.0,0.0,100.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
453,453.0,adam,mape,relu,relu,10.0,1.0,2.0,1.0,2.0,0.0,100.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
454,454.0,adam,mape,relu,relu,10.0,1.0,2.0,1.0,4.0,0.0,100.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
455,455.0,adam,mape,relu,relu,10.0,1.0,2.0,1.0,10.0,0.0,100.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
456,456.0,adam,mape,relu,relu,10.0,1.0,4.0,1.0,1.0,0.0,100.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
457,457.0,adam,mape,relu,relu,10.0,1.0,4.0,1.0,2.0,0.0,100.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
458,458.0,adam,mape,relu,relu,10.0,1.0,4.0,1.0,4.0,0.0,61.2879753112793,4164146429952.0,1065344.0,61.2879753112793,1.0,2040624.0,1.3399090766906738,0.5289031736657247
459,459.0,adam,mape,relu,relu,10.0,1.0,4.0,1.0,10.0,0.0,100.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
460,460.0,adam,mape,relu,relu,10.0,1.0,10.0,1.0,1.0,0.0,100.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
461,461.0,adam,mape,relu,relu,10.0,1.0,10.0,1.0,2.0,0.0,100.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
462,462.0,adam,mape,relu,relu,10.0,1.0,10.0,1.0,4.0,0.0,100.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
463,463.0,adam,mape,relu,relu,10.0,1.0,10.0,1.0,10.0,0.0,100.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
464,464.0,adam,mape,relu,relu,10.0,10.0,1.0,1.0,1.0,0.0,100.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
465,465.0,adam,mape,relu,relu,10.0,10.0,1.0,1.0,2.0,0.0,100.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
466,466.0,adam,mape,relu,relu,10.0,10.0,1.0,1.0,4.0,0.0,100.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
467,467.0,adam,mape,relu,relu,10.0,10.0,1.0,1.0,10.0,0.0,100.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
468,468.0,adam,mape,relu,relu,10.0,10.0,2.0,1.0,1.0,0.0,100.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
469,469.0,adam,mape,relu,relu,10.0,10.0,2.0,1.0,2.0,0.0,100.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
470,470.0,adam,mape,relu,relu,10.0,10.0,2.0,1.0,4.0,0.0,100.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
471,471.0,adam,mape,relu,relu,10.0,10.0,2.0,1.0,10.0,0.0,96.7116470336914,6262347530240.0,1591626.5,96.7116470336914,1.0,2502468.25,15.071358680725098,0.5289031736657247
472,472.0,adam,mape,relu,relu,10.0,10.0,4.0,1.0,1.0,0.0,99.29689025878906,6435968647168.0,1625171.625,99.29689025878906,1.0,2536921.0,29.13345718383789,0.5289031736657247
473,473.0,adam,mape,relu,relu,10.0,10.0,4.0,1.0,2.0,0.0,100.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
474,474.0,adam,mape,relu,relu,10.0,10.0,4.0,1.0,4.0,0.0,100.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
475,475.0,adam,mape,relu,relu,10.0,10.0,4.0,1.0,10.0,0.0,100.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
476,476.0,adam,mape,relu,relu,10.0,10.0,10.0,1.0,1.0,0.0,100.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
477,477.0,adam,mape,relu,relu,10.0,10.0,10.0,1.0,2.0,0.0,100.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
478,478.0,adam,mape,relu,relu,10.0,10.0,10.0,1.0,4.0,0.0,100.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
479,479.0,adam,mape,relu,relu,10.0,10.0,10.0,1.0,10.0,0.0,86.92931365966797,5657598099456.0,1465538.25,86.92931365966797,1.0,2378570.5,6.470886707305908,0.5289031736657247
480,480.0,adam,mape,relu,relu,10.0,32.0,1.0,1.0,1.0,0.0,100.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
481,481.0,adam,mape,relu,relu,10.0,32.0,1.0,1.0,2.0,0.0,100.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
482,482.0,adam,mape,relu,relu,10.0,32.0,1.0,1.0,4.0,0.0,100.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
483,483.0,adam,mape,relu,relu,10.0,32.0,1.0,1.0,10.0,0.0,100.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
484,484.0,adam,mape,relu,relu,10.0,32.0,2.0,1.0,1.0,0.0,100.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
485,485.0,adam,mape,relu,relu,10.0,32.0,2.0,1.0,2.0,0.0,99.96406555175781,6481900470272.0,1633829.0,99.96406555175781,1.0,2545957.75,69.57963562011719,0.5289031736657247
