,model_num,optimizer,loss_fn,activation_fn,output_activation_fn,epochs,batch_size,neurons_in_inputlayer,num_hiddenlayer,neurons_in_hiddenlayer,num_dropout_layers,loss,mse_test,mae_test,mape_test,cosine_similarity_test,rmse_test,msle_test,corr
648,648.0,adam,mape,selu,relu,10.0,1.0,4.0,1.0,1.0,0.0,61.84682083129883,4187826421760.0,1087582.25,61.84682083129883,1.0,2046418.0,1.4945200681686401,0.5289031736657247
649,649.0,adam,mape,selu,relu,10.0,1.0,4.0,1.0,2.0,0.0,99.99263000488281,6484166443008.0,1634228.25,99.99263000488281,0.9999999403953552,2546402.75,95.80392456054688,0.5289031736657247
650,650.0,adam,mape,selu,relu,10.0,1.0,4.0,1.0,4.0,0.0,100.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
651,651.0,adam,mape,selu,relu,10.0,1.0,4.0,1.0,10.0,0.0,61.25373458862305,4164156391424.0,1071470.25,61.25373458862305,1.0,2040626.5,1.3712540864944458,0.5289031736657247
652,652.0,adam,mape,selu,relu,10.0,1.0,10.0,1.0,1.0,0.0,99.99533081054688,6484246134784.0,1634252.75,99.99533081054688,0.9999999403953552,2546418.25,104.73727416992188,0.5289031736657247
653,653.0,adam,mape,selu,relu,10.0,1.0,10.0,1.0,2.0,0.0,61.29548645019531,4164401496064.0,1067563.0,61.29548645019531,1.0,2040686.5,1.3534722328186035,0.5289031736657247
654,654.0,adam,mape,selu,relu,10.0,1.0,10.0,1.0,4.0,0.0,100.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
655,655.0,adam,mape,selu,relu,10.0,1.0,10.0,1.0,10.0,0.0,61.12309646606445,4160492929024.0,1056546.75,61.12309646606445,1.0,2039728.625,1.272073745727539,0.5289031736657247
656,656.0,adam,mape,selu,relu,10.0,10.0,1.0,1.0,1.0,0.0,99.99930572509766,6484364623872.0,1634288.75,99.99930572509766,0.9999999403953552,2546441.5,144.2423095703125,0.5289031736657247
657,657.0,adam,mape,selu,relu,10.0,10.0,1.0,1.0,2.0,0.0,100.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
658,658.0,adam,mape,selu,relu,10.0,10.0,1.0,1.0,4.0,0.0,99.19122314453125,6428725084160.0,1623799.5,99.19122314453125,1.0,2535493.0,27.664348602294922,0.5289031736657247
659,659.0,adam,mape,selu,relu,10.0,10.0,1.0,1.0,10.0,0.0,100.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
660,660.0,adam,mape,selu,relu,10.0,10.0,2.0,1.0,1.0,0.0,100.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
661,661.0,adam,mape,selu,relu,10.0,10.0,2.0,1.0,2.0,0.0,100.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
662,662.0,adam,mape,selu,relu,10.0,10.0,2.0,1.0,4.0,0.0,100.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
663,663.0,adam,mape,selu,relu,10.0,10.0,2.0,1.0,10.0,0.0,95.35733032226562,6174250369024.0,1574064.25,95.35733032226562,1.0,2484804.0,12.574028968811035,0.5289031736657247
664,664.0,adam,mape,selu,relu,10.0,10.0,4.0,1.0,1.0,0.0,99.1388168334961,6425346048000.0,1623139.625,99.1388168334961,1.0,2534826.75,26.960481643676758,0.5289031736657247
665,665.0,adam,mape,selu,relu,10.0,10.0,4.0,1.0,2.0,0.0,97.00725555419922,6281588899840.0,1595435.125,97.00725555419922,1.0,2506309.75,15.81201457977295,0.5289031736657247
666,666.0,adam,mape,selu,relu,10.0,10.0,4.0,1.0,4.0,0.0,99.23303985595703,6431796887552.0,1624363.25,99.23303985595703,1.0,2536098.75,28.151826858520508,0.5289031736657247
667,667.0,adam,mape,selu,relu,10.0,10.0,4.0,1.0,10.0,0.0,88.4886474609375,5753757761536.0,1485255.25,88.4886474609375,1.0,2398699.25,7.122092247009277,0.5289031736657247
668,668.0,adam,mape,selu,relu,10.0,10.0,10.0,1.0,1.0,0.0,100.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
669,669.0,adam,mape,selu,relu,10.0,10.0,10.0,1.0,2.0,0.0,89.35871124267578,5806023507968.0,1496218.375,89.35871124267578,1.0,2409569.25,7.556825637817383,0.5289031736657247
670,670.0,adam,mape,selu,relu,10.0,10.0,10.0,1.0,4.0,0.0,77.93255615234375,5108892434432.0,1351599.5,77.93255615234375,1.0,2260286.0,3.9371445178985596,0.5289031736657247
671,671.0,adam,mape,selu,relu,10.0,10.0,10.0,1.0,10.0,0.0,100.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
672,672.0,adam,mape,selu,relu,10.0,32.0,1.0,1.0,1.0,0.0,100.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
673,673.0,adam,mape,selu,relu,10.0,32.0,1.0,1.0,2.0,0.0,99.90342712402344,6477705641984.0,1633042.125,99.90342712402344,1.0,2545133.75,54.20598602294922,0.5289031736657247
674,674.0,adam,mape,selu,relu,10.0,32.0,1.0,1.0,4.0,0.0,99.84773254394531,6473847930880.0,1632318.5,99.84773254394531,1.0,2544375.75,47.78169250488281,0.5289031736657247
675,675.0,adam,mape,selu,relu,10.0,32.0,1.0,1.0,10.0,0.0,99.68122100830078,6462357635072.0,1630157.25,99.68122100830078,1.0,2542116.75,38.19744110107422,0.5289031736657247
676,676.0,adam,mape,selu,relu,10.0,32.0,2.0,1.0,1.0,0.0,99.99962615966797,6484373012480.0,1634291.875,99.99962615966797,1.0,2546443.25,156.2326202392578,0.5289031736657247
677,677.0,adam,mape,selu,relu,10.0,32.0,2.0,1.0,2.0,0.0,99.79927062988281,6470494584832.0,1631689.125,99.79927062988281,1.0,2543716.75,44.0805549621582,0.5289031736657247
678,678.0,adam,mape,selu,relu,10.0,32.0,2.0,1.0,4.0,0.0,100.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
679,679.0,adam,mape,selu,relu,10.0,32.0,2.0,1.0,10.0,0.0,99.99592590332031,6484264484864.0,1634258.125,99.99592590332031,0.9999999403953552,2546422.0,107.4117431640625,0.5289031736657247
680,680.0,adam,mape,selu,relu,10.0,32.0,4.0,1.0,1.0,0.0,99.99971008300781,6484377206784.0,1634292.625,99.99971008300781,1.0,2546444.0,161.7785186767578,0.5289031736657247
681,681.0,adam,mape,selu,relu,10.0,32.0,4.0,1.0,2.0,0.0,99.99946594238281,6484369342464.0,1634290.375,99.99946594238281,1.0,2546442.5,149.7477264404297,0.5289031736657247
682,682.0,adam,mape,selu,relu,10.0,32.0,4.0,1.0,4.0,0.0,100.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
683,683.0,adam,mape,selu,relu,10.0,32.0,4.0,1.0,10.0,0.0,99.4444351196289,6446102085632.0,1627087.75,99.4444351196289,1.0,2538917.5,31.6923770904541,0.5289031736657247
684,684.0,adam,mape,selu,relu,10.0,32.0,10.0,1.0,1.0,0.0,99.77752685546875,6469019238400.0,1631409.375,99.77752685546875,1.0,2543426.75,42.703956604003906,0.5289031736657247
685,685.0,adam,mape,selu,relu,10.0,32.0,10.0,1.0,2.0,0.0,99.99930572509766,6484364623872.0,1634288.75,99.99930572509766,1.0,2546441.5,144.29029846191406,0.5289031736657247
686,686.0,adam,mape,selu,relu,10.0,32.0,10.0,1.0,4.0,0.0,100.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
687,687.0,adam,mape,selu,relu,10.0,32.0,10.0,1.0,10.0,0.0,99.15338897705078,6426359496704.0,1623330.625,99.15338897705078,1.0,2535026.5,27.12985610961914,0.5289031736657247
688,688.0,adam,mape,selu,relu,10.0,100.0,1.0,1.0,1.0,0.0,100.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
689,689.0,adam,mape,selu,relu,10.0,100.0,1.0,1.0,2.0,0.0,100.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
690,690.0,adam,mape,selu,relu,10.0,100.0,1.0,1.0,4.0,0.0,99.99714660644531,6484192657408.0,1634258.625,99.99714660644531,1.0,2546407.75,116.1775131225586,0.5289031736657247
691,691.0,adam,mape,selu,relu,10.0,100.0,1.0,1.0,10.0,0.0,99.99925994873047,6484363051008.0,1634288.375,99.99925994873047,0.9999999403953552,2546441.25,143.06275939941406,0.5289031736657247
692,692.0,adam,mape,selu,relu,10.0,100.0,2.0,1.0,1.0,0.0,100.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
693,693.0,adam,mape,selu,relu,10.0,100.0,2.0,1.0,2.0,0.0,99.9847412109375,6483350126592.0,1634099.25,99.9847412109375,1.0,2546242.25,83.95037078857422,0.5289031736657247
694,694.0,adam,mape,selu,relu,10.0,100.0,2.0,1.0,4.0,0.0,99.9992446899414,6484362002432.0,1634288.375,99.9992446899414,1.0,2546441.0,142.53211975097656,0.5289031736657247
695,695.0,adam,mape,selu,relu,10.0,100.0,2.0,1.0,10.0,0.0,99.9990005493164,6484345749504.0,1634285.375,99.9990005493164,1.0,2546437.75,135.67884826660156,0.5289031736657247
696,696.0,adam,mape,selu,relu,10.0,100.0,4.0,1.0,1.0,0.0,99.9901123046875,6483698778112.0,1634167.0,99.9901123046875,1.0,2546310.75,92.46347045898438,0.5289031736657247
697,697.0,adam,mape,selu,relu,10.0,100.0,4.0,1.0,2.0,0.0,100.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
698,698.0,adam,mape,selu,relu,10.0,100.0,4.0,1.0,4.0,0.0,100.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
699,699.0,adam,mape,selu,relu,10.0,100.0,4.0,1.0,10.0,0.0,99.97318267822266,6482546393088.0,1633948.75,99.97318267822266,1.0,2546084.5,74.3021469116211,0.5289031736657247
700,700.0,adam,mape,selu,relu,10.0,100.0,10.0,1.0,1.0,0.0,100.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
701,701.0,adam,mape,selu,relu,10.0,100.0,10.0,1.0,2.0,0.0,99.99956512451172,6484371439616.0,1634291.5,99.99956512451172,1.0,2546443.0,153.81263732910156,0.5289031736657247
702,702.0,adam,mape,selu,relu,10.0,100.0,10.0,1.0,4.0,0.0,99.99411010742188,6484000243712.0,1634221.0,99.99411010742188,1.0,2546370.0,101.2463607788086,0.5289031736657247
703,703.0,adam,mape,selu,relu,10.0,100.0,10.0,1.0,10.0,0.0,99.94437408447266,6480545185792.0,1633574.375,99.94437408447266,1.0,2545691.5,62.507442474365234,0.5289031736657247
704,704.0,adam,mape,selu,relu,100.0,1.0,1.0,1.0,1.0,0.0,100.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
705,705.0,adam,mape,selu,relu,100.0,1.0,1.0,1.0,2.0,0.0,99.92737579345703,6482226053120.0,1633634.375,99.92737579345703,1.0,2546021.5,56.576446533203125,0.5289031736657247
706,706.0,adam,mape,selu,relu,100.0,1.0,1.0,1.0,4.0,0.0,85.99226379394531,6083337781248.0,1506639.125,85.99226379394531,0.9999999403953552,2466442.25,5.494111061096191,0.5289031736657247
707,707.0,adam,mape,selu,relu,100.0,1.0,1.0,1.0,10.0,0.0,100.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
708,708.0,adam,mape,selu,relu,100.0,1.0,2.0,1.0,1.0,0.0,60.525638580322266,4140115689472.0,1049433.875,60.525638580322266,1.0,2034727.375,1.1937506198883057,0.5289031736657247
709,709.0,adam,mape,selu,relu,100.0,1.0,2.0,1.0,2.0,0.0,100.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
710,710.0,adam,mape,selu,relu,100.0,1.0,2.0,1.0,4.0,0.0,100.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
711,711.0,adam,mape,selu,relu,100.0,1.0,2.0,1.0,10.0,0.0,66.07652282714844,5476922687488.0,1297063.625,66.07652282714844,1.0,2340282.5,2.06723690032959,0.5289031736657247
712,712.0,adam,mape,selu,relu,100.0,1.0,4.0,1.0,1.0,0.0,60.25963592529297,4130670903296.0,1047094.6875,60.25963592529297,1.0,2032405.25,1.1673380136489868,0.5289031736657247
713,713.0,adam,mape,selu,relu,100.0,1.0,4.0,1.0,2.0,0.0,100.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
714,714.0,adam,mape,selu,relu,100.0,1.0,4.0,1.0,4.0,0.0,60.2731819152832,4131525230592.0,1046408.5,60.2731819152832,1.0,2032615.375,1.1639677286148071,0.5289031736657247
715,715.0,adam,mape,selu,relu,100.0,1.0,4.0,1.0,10.0,0.0,100.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
716,716.0,adam,mape,selu,relu,100.0,1.0,10.0,1.0,1.0,0.0,100.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
717,717.0,adam,mape,selu,relu,100.0,1.0,10.0,1.0,2.0,0.0,59.26532745361328,4096173539328.0,1039060.25,59.26532745361328,1.0,2023900.625,1.084026575088501,0.5289031736657247
718,718.0,adam,mape,selu,relu,100.0,1.0,10.0,1.0,4.0,0.0,100.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
719,719.0,adam,mape,selu,relu,100.0,1.0,10.0,1.0,10.0,0.0,56.836212158203125,4015909240832.0,1016531.1875,56.836212158203125,1.0,2003973.375,0.9151516556739807,0.5289031736657247
720,720.0,adam,mape,selu,relu,100.0,10.0,1.0,1.0,1.0,0.0,99.99402618408203,6484206813184.0,1634240.75,99.99402618408203,1.0,2546410.5,99.86422729492188,0.5289031736657247
721,721.0,adam,mape,selu,relu,100.0,10.0,1.0,1.0,2.0,0.0,99.98993682861328,6484085702656.0,1634203.75,99.98993682861328,1.0,2546386.75,89.89177703857422,0.5289031736657247
722,722.0,adam,mape,selu,relu,100.0,10.0,1.0,1.0,4.0,0.0,99.67308807373047,6474671063040.0,1631320.375,99.67308807373047,1.0,2544537.5,36.33290481567383,0.5289031736657247
723,723.0,adam,mape,selu,relu,100.0,10.0,1.0,1.0,10.0,0.0,98.86064147949219,6450605195264.0,1623927.75,98.86064147949219,1.0,2539804.25,22.95830535888672,0.5289031736657247
724,724.0,adam,mape,selu,relu,100.0,10.0,2.0,1.0,1.0,0.0,99.73141479492188,6476403834880.0,1631851.375,99.73141479492188,1.0,2544878.0,38.721832275390625,0.5289031736657247
725,725.0,adam,mape,selu,relu,100.0,10.0,2.0,1.0,2.0,0.0,100.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
726,726.0,adam,mape,selu,relu,100.0,10.0,2.0,1.0,4.0,0.0,100.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
727,727.0,adam,mape,selu,relu,100.0,10.0,2.0,1.0,10.0,0.0,100.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
728,728.0,adam,mape,selu,relu,100.0,10.0,4.0,1.0,1.0,0.0,100.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
729,729.0,adam,mape,selu,relu,100.0,10.0,4.0,1.0,2.0,0.0,61.08892822265625,4159829180416.0,1055367.75,61.08892822265625,1.0,2039565.875,1.2624132633209229,0.5289031736657247
730,730.0,adam,mape,selu,relu,100.0,10.0,4.0,1.0,4.0,0.0,61.09507751464844,4160142442496.0,1055281.125,61.09507751464844,1.0,2039642.75,1.2622345685958862,0.5289031736657247
731,731.0,adam,mape,selu,relu,100.0,10.0,4.0,1.0,10.0,0.0,100.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
732,732.0,adam,mape,selu,relu,100.0,10.0,10.0,1.0,1.0,0.0,100.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
733,733.0,adam,mape,selu,relu,100.0,10.0,10.0,1.0,2.0,0.0,99.99019622802734,6484094091264.0,1634206.125,99.99019622802734,0.9999999403953552,2546388.5,90.390869140625,0.5289031736657247
734,734.0,adam,mape,selu,relu,100.0,10.0,10.0,1.0,4.0,0.0,100.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
735,735.0,adam,mape,selu,relu,100.0,10.0,10.0,1.0,10.0,0.0,100.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
736,736.0,adam,mape,selu,relu,100.0,32.0,1.0,1.0,1.0,0.0,99.99789428710938,6484323205120.0,1634276.125,99.99789428710938,0.9999999403953552,2546433.5,121.12993621826172,0.5289031736657247
737,737.0,adam,mape,selu,relu,100.0,32.0,1.0,1.0,2.0,0.0,85.2508316040039,5557658320896.0,1444649.125,85.2508316040039,1.0,2357468.75,5.866494178771973,0.5289031736657247
738,738.0,adam,mape,selu,relu,100.0,32.0,1.0,1.0,4.0,0.0,100.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
739,739.0,adam,mape,selu,relu,100.0,32.0,1.0,1.0,10.0,0.0,69.2218246459961,4603012186112.0,1226781.0,69.2218246459961,1.0,2145463.25,2.53904390335083,0.5289031736657247
740,740.0,adam,mape,selu,relu,100.0,32.0,2.0,1.0,1.0,0.0,99.99799346923828,6484326350848.0,1634277.125,99.99799346923828,0.9999999403953552,2546434.0,121.97867584228516,0.5289031736657247
741,741.0,adam,mape,selu,relu,100.0,32.0,2.0,1.0,2.0,0.0,99.99638366699219,6484277067776.0,1634262.25,99.99638366699219,0.9999999403953552,2546424.25,109.84191131591797,0.5289031736657247
742,742.0,adam,mape,selu,relu,100.0,32.0,2.0,1.0,4.0,0.0,75.96875,4989862281216.0,1324490.375,75.96875,1.0,2233800.0,3.5505049228668213,0.5289031736657247
743,743.0,adam,mape,selu,relu,100.0,32.0,2.0,1.0,10.0,0.0,100.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
744,744.0,adam,mape,selu,relu,100.0,32.0,4.0,1.0,1.0,0.0,76.35781860351562,5013521825792.0,1329940.875,76.35781860351562,1.0,2239089.5,3.6210100650787354,0.5289031736657247
745,745.0,adam,mape,selu,relu,100.0,32.0,4.0,1.0,2.0,0.0,61.789546966552734,4183725441024.0,1084497.75,61.789546966552734,1.0,2045415.75,1.4782124757766724,0.5289031736657247
746,746.0,adam,mape,selu,relu,100.0,32.0,4.0,1.0,4.0,0.0,100.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
747,747.0,adam,mape,selu,relu,100.0,32.0,4.0,1.0,10.0,0.0,62.59797668457031,4228229365760.0,1107743.375,62.59797668457031,1.0,2056265.875,1.63568115234375,0.5289031736657247
748,748.0,adam,mape,selu,relu,100.0,32.0,10.0,1.0,1.0,0.0,100.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
749,749.0,adam,mape,selu,relu,100.0,32.0,10.0,1.0,2.0,0.0,100.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
750,750.0,adam,mape,selu,relu,100.0,32.0,10.0,1.0,4.0,0.0,61.38993835449219,4167735181312.0,1071247.0,61.38993835449219,1.0,2041503.125,1.3819900751113892,0.5289031736657247
751,751.0,adam,mape,selu,relu,100.0,32.0,10.0,1.0,10.0,0.0,100.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
752,752.0,adam,mape,selu,relu,100.0,100.0,1.0,1.0,1.0,0.0,99.99930572509766,6484364623872.0,1634288.75,99.99930572509766,0.9999999403953552,2546441.5,144.3182373046875,0.5289031736657247
753,753.0,adam,mape,selu,relu,100.0,100.0,1.0,1.0,2.0,0.0,100.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
754,754.0,adam,mape,selu,relu,100.0,100.0,1.0,1.0,4.0,0.0,97.22147369384766,6296039849984.0,1598241.75,97.22147369384766,1.0,2509191.0,16.37576675415039,0.5289031736657247
755,755.0,adam,mape,selu,relu,100.0,100.0,1.0,1.0,10.0,0.0,96.3051528930664,6235432157184.0,1586326.125,96.3051528930664,1.0,2497084.75,14.215715408325195,0.5289031736657247
756,756.0,adam,mape,selu,relu,100.0,100.0,2.0,1.0,1.0,0.0,98.98916625976562,6415101460480.0,1621195.0,98.98916625976562,1.0,2532805.0,25.358623504638672,0.5289031736657247
757,757.0,adam,mape,selu,relu,100.0,100.0,2.0,1.0,2.0,0.0,100.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
758,758.0,adam,mape,selu,relu,100.0,100.0,2.0,1.0,4.0,0.0,100.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
759,759.0,adam,mape,selu,relu,100.0,100.0,2.0,1.0,10.0,0.0,95.37316131591797,6175524913152.0,1574296.875,95.37316131591797,1.0,2485060.25,12.586810111999512,0.5289031736657247
760,760.0,adam,mape,selu,relu,100.0,100.0,4.0,1.0,1.0,0.0,100.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
761,761.0,adam,mape,selu,relu,100.0,100.0,4.0,1.0,2.0,0.0,100.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
762,762.0,adam,mape,selu,relu,100.0,100.0,4.0,1.0,4.0,0.0,94.47445678710938,6117422792704.0,1562569.375,94.47445678710938,1.0,2473342.5,11.419013023376465,0.5289031736657247
763,763.0,adam,mape,selu,relu,100.0,100.0,4.0,1.0,10.0,0.0,83.13417053222656,5432572116992.0,1419374.125,83.13417053222656,1.0,2330787.75,5.199370384216309,0.5289031736657247
764,764.0,adam,mape,selu,relu,100.0,100.0,10.0,1.0,1.0,0.0,99.99931335449219,6484364623872.0,1634289.125,99.99931335449219,1.0,2546441.5,144.43646240234375,0.5289031736657247
765,765.0,adam,mape,selu,relu,100.0,100.0,10.0,1.0,2.0,0.0,100.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
766,766.0,adam,mape,selu,relu,100.0,100.0,10.0,1.0,4.0,0.0,93.67173767089844,6066971607040.0,1552175.25,93.67173767089844,1.0,2463122.25,10.543615341186523,0.5289031736657247
767,767.0,adam,mape,selu,relu,100.0,100.0,10.0,1.0,10.0,0.0,82.1681137084961,5375887147008.0,1407568.125,82.1681137084961,1.0,2318596.0,4.920815944671631,0.5289031736657247
768,768.0,adam,mae,relu,relu,1.0,1.0,1.0,1.0,1.0,0.0,1634295.375,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
769,769.0,adam,mae,relu,relu,1.0,1.0,1.0,1.0,2.0,0.0,1634295.375,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
770,770.0,adam,mae,relu,relu,1.0,1.0,1.0,1.0,4.0,0.0,1634295.375,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
771,771.0,adam,mae,relu,relu,1.0,1.0,1.0,1.0,10.0,0.0,1622751.875,6423351132160.0,1622751.875,99.10813903808594,1.0,2534433.0,26.579071044921875,0.5289031736657247
772,772.0,adam,mae,relu,relu,1.0,1.0,2.0,1.0,1.0,0.0,1632160.75,6473040527360.0,1632160.75,99.83509826660156,1.0,2544217.0,46.58097839355469,0.5289031736657247
773,773.0,adam,mae,relu,relu,1.0,1.0,2.0,1.0,2.0,0.0,1629681.75,6459862024192.0,1629681.75,99.64411163330078,0.9999999403953552,2541625.75,36.815582275390625,0.5289031736657247
774,774.0,adam,mae,relu,relu,1.0,1.0,2.0,1.0,4.0,0.0,1626949.125,6445417365504.0,1626949.125,99.43297576904297,1.0,2538782.75,31.418874740600586,0.5289031736657247
775,775.0,adam,mae,relu,relu,1.0,1.0,2.0,1.0,10.0,0.0,1629839.0,6460715565056.0,1629839.0,99.65587615966797,1.0,2541793.75,37.18355941772461,0.5289031736657247
776,776.0,adam,mae,relu,relu,1.0,1.0,4.0,1.0,1.0,0.0,1634295.375,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
777,777.0,adam,mae,relu,relu,1.0,1.0,4.0,1.0,2.0,0.0,1634295.375,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
778,778.0,adam,mae,relu,relu,1.0,1.0,4.0,1.0,4.0,0.0,1627032.5,6445865107456.0,1627032.5,99.43925476074219,1.0,2538870.75,31.534570693969727,0.5289031736657247
779,779.0,adam,mae,relu,relu,1.0,1.0,4.0,1.0,10.0,0.0,1623119.25,6425193480192.0,1623119.25,99.13794708251953,1.0,2534796.5,26.974950790405273,0.5289031736657247
780,780.0,adam,mae,relu,relu,1.0,1.0,10.0,1.0,1.0,0.0,1622526.0,6422068199424.0,1622526.0,99.09227752685547,1.0,2534180.0,26.451574325561523,0.5289031736657247
781,781.0,adam,mae,relu,relu,1.0,1.0,10.0,1.0,2.0,0.0,1634295.375,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
782,782.0,adam,mae,relu,relu,1.0,1.0,10.0,1.0,4.0,0.0,1607104.25,6341689081856.0,1607104.25,97.9029312133789,1.0,2518271.0,18.660703659057617,0.5289031736657247
783,783.0,adam,mae,relu,relu,1.0,1.0,10.0,1.0,10.0,0.0,1585250.0,6230296756224.0,1585250.0,96.21725463867188,1.0,2496056.25,14.011003494262695,0.5289031736657247
784,784.0,adam,mae,relu,relu,1.0,10.0,1.0,1.0,1.0,0.0,1634295.375,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
785,785.0,adam,mae,relu,relu,1.0,10.0,1.0,1.0,2.0,0.0,1634295.375,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
786,786.0,adam,mae,relu,relu,1.0,10.0,1.0,1.0,4.0,0.0,1634295.375,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
787,787.0,adam,mae,relu,relu,1.0,10.0,1.0,1.0,10.0,0.0,1634295.375,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
788,788.0,adam,mae,relu,relu,1.0,10.0,2.0,1.0,1.0,0.0,1634207.25,6483915833344.0,1634207.25,99.99321746826172,1.0,2546353.5,99.56131744384766,0.5289031736657247
789,789.0,adam,mae,relu,relu,1.0,10.0,2.0,1.0,2.0,0.0,1634295.375,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
790,790.0,adam,mae,relu,relu,1.0,10.0,2.0,1.0,4.0,0.0,1634295.375,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
791,791.0,adam,mae,relu,relu,1.0,10.0,2.0,1.0,10.0,0.0,1634113.0,6483413041152.0,1634113.0,99.98593139648438,1.0,2546254.75,85.8206787109375,0.5289031736657247
