,model_num,optimizer,loss_fn,activation_fn,output_activation_fn,epochs,batch_size,neurons_in_inputlayer,num_hiddenlayer,neurons_in_hiddenlayer,num_dropout_layers,loss,mse_test,mae_test,mape_test,cosine_similarity_test,rmse_test,msle_test,validation_split,input_dimensions,corr,total_runtime
113,113.0,nadam,mse,selu,relu,100.0,1.0,5.0,1.0,10.0,0.0,606129946624.0,606129946624.0,475983.875,38.600589752197266,1.0,778543.5,0.20287054777145386,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
114,114.0,nadam,mse,selu,relu,100.0,1.0,10.0,1.0,1.0,0.0,4780591153152.0,4780591153152.0,1556488.75,99.9747314453125,0.9959015846252441,2186456.25,73.94364929199219,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
115,115.0,nadam,mse,selu,relu,100.0,1.0,10.0,1.0,5.0,0.0,651667701760.0,651667701760.0,500105.09375,41.608909606933594,1.0,807259.375,0.2107485979795456,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
116,116.0,nadam,mse,selu,relu,100.0,1.0,10.0,1.0,10.0,0.0,4781298941952.0,4781298941952.0,1556715.875,100.0,0.0,2186618.25,195.8067169189453,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
117,117.0,nadam,mse,selu,relu,100.0,10.0,1.0,1.0,1.0,0.0,749512884224.0,749512884224.0,556050.4375,50.89802551269531,1.0,865744.125,0.25768154859542847,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
118,118.0,nadam,mse,selu,relu,100.0,10.0,1.0,1.0,5.0,0.0,743548583936.0,743548583936.0,549985.875,49.62770080566406,1.0,862292.625,0.24994142353534698,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
119,119.0,nadam,mse,selu,relu,100.0,10.0,1.0,1.0,10.0,0.0,4775722090496.0,4775722090496.0,1554925.0,99.80054473876953,0.9979507923126221,2185342.5,42.83766555786133,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
120,120.0,nadam,mse,selu,relu,100.0,10.0,5.0,1.0,1.0,0.0,722509234176.0,722509234176.0,542913.5,48.585819244384766,1.0,850005.4375,0.2450559139251709,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
121,121.0,nadam,mse,selu,relu,100.0,10.0,5.0,1.0,5.0,0.0,689726947328.0,689726947328.0,516729.875,42.61050796508789,1.0,830498.0,0.22188149392604828,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
122,122.0,nadam,mse,selu,relu,100.0,10.0,5.0,1.0,10.0,0.0,681376677888.0,681376677888.0,518500.25,43.784393310546875,1.0,825455.4375,0.22484856843948364,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
123,123.0,nadam,mse,selu,relu,100.0,10.0,10.0,1.0,1.0,0.0,4781298941952.0,4781298941952.0,1556715.875,100.0,0.0020491802133619785,2186618.25,195.6704864501953,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
124,124.0,nadam,mse,selu,relu,100.0,10.0,10.0,1.0,5.0,0.0,691593609216.0,691593609216.0,525710.4375,45.178466796875,1.0,831621.0625,0.23015199601650238,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
125,125.0,nadam,mse,selu,relu,100.0,10.0,10.0,1.0,10.0,0.0,671584944128.0,671584944128.0,509882.78125,41.824832916259766,1.0,819502.875,0.21874430775642395,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
126,126.0,nadam,mse,selu,relu,100.0,32.0,1.0,1.0,1.0,0.0,4781259096064.0,4781259096064.0,1556702.75,99.99849700927734,0.9774590134620667,2186609.0,129.53509521484375,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
127,127.0,nadam,mse,selu,relu,100.0,32.0,1.0,1.0,5.0,0.0,4781298941952.0,4781298941952.0,1556715.875,100.0,0.0020491802133619785,2186618.25,195.63612365722656,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
128,128.0,nadam,mse,selu,relu,100.0,32.0,1.0,1.0,10.0,0.0,4779783749632.0,4779783749632.0,1556228.125,99.9455795288086,0.9979507923126221,2186271.75,61.35051345825195,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
129,129.0,nadam,mse,selu,relu,100.0,32.0,5.0,1.0,1.0,0.0,4781255950336.0,4781255950336.0,1556701.875,99.9984359741211,0.993852436542511,2186608.25,127.74079132080078,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
130,130.0,nadam,mse,selu,relu,100.0,32.0,5.0,1.0,5.0,0.0,717258162176.0,717258162176.0,529305.9375,43.612857818603516,1.0,846910.9375,0.22953876852989197,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
131,131.0,nadam,mse,selu,relu,100.0,32.0,5.0,1.0,10.0,0.0,719978692608.0,719978692608.0,535805.5,45.98964309692383,1.0,848515.5625,0.23557701706886292,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
132,132.0,nadam,mse,selu,relu,100.0,32.0,10.0,1.0,1.0,0.0,734379245568.0,734379245568.0,538608.75,44.9758186340332,1.0,856959.3125,0.2360789030790329,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
133,133.0,nadam,mse,selu,relu,100.0,32.0,10.0,1.0,5.0,0.0,761222922240.0,761222922240.0,540488.625,42.19061279296875,1.0,872480.875,0.23882682621479034,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
134,134.0,nadam,mse,selu,relu,100.0,32.0,10.0,1.0,10.0,0.0,691423674368.0,691423674368.0,518561.5,42.51292037963867,1.0,831518.875,0.22322548925876617,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
135,135.0,nadam,mse,selu,relu,100.0,100.0,1.0,1.0,1.0,0.0,4781237600256.0,4781237600256.0,1556696.5,99.99779510498047,0.9959016442298889,2186604.25,120.43933868408203,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
136,136.0,nadam,mse,selu,relu,100.0,100.0,1.0,1.0,5.0,0.0,4781217677312.0,4781217677312.0,1556689.625,99.99706268310547,0.9979507923126221,2186599.5,114.46238708496094,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
137,137.0,nadam,mse,selu,relu,100.0,100.0,1.0,1.0,10.0,0.0,3951335047168.0,3951335047168.0,1395102.0,87.4816665649414,1.0,1987796.5,5.1118693351745605,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
138,138.0,nadam,mse,selu,relu,100.0,100.0,5.0,1.0,1.0,0.0,4781279019008.0,4781279019008.0,1556709.375,99.99927520751953,1.0,2186613.5,143.3784942626953,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
139,139.0,nadam,mse,selu,relu,100.0,100.0,5.0,1.0,5.0,0.0,4781298941952.0,4781298941952.0,1556715.875,100.0,0.0,2186618.25,195.8067169189453,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
140,140.0,nadam,mse,selu,relu,100.0,100.0,5.0,1.0,10.0,0.0,750436417536.0,750436417536.0,540070.875,41.008426666259766,1.0,866277.3125,0.24225296080112457,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
141,141.0,nadam,mse,selu,relu,100.0,100.0,10.0,1.0,1.0,0.0,4781280067584.0,4781280067584.0,1556709.5,99.99930572509766,1.0,2186613.75,144.22450256347656,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
142,142.0,nadam,mse,selu,relu,100.0,100.0,10.0,1.0,5.0,0.0,2962061524992.0,2962061524992.0,1180627.125,71.92571258544922,1.0,1721064.125,2.1261210441589355,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
143,143.0,nadam,mse,selu,relu,100.0,100.0,10.0,1.0,10.0,0.0,806973734912.0,806973734912.0,551337.75,39.75898742675781,1.0,898317.1875,0.2591734230518341,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
144,144.0,nadam,mae,relu,relu,50.0,1.0,1.0,1.0,1.0,0.0,1556715.875,4781298941952.0,1556715.875,100.0,0.0,2186618.25,195.8067169189453,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
145,145.0,nadam,mae,relu,relu,50.0,1.0,1.0,1.0,5.0,0.0,497973.3125,635094499328.0,497973.3125,39.46256637573242,1.0,796928.1875,0.21690472960472107,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
146,146.0,nadam,mae,relu,relu,50.0,1.0,1.0,1.0,10.0,0.0,1556715.875,4781298941952.0,1556715.875,100.0,0.0,2186618.25,195.8067169189453,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
147,147.0,nadam,mae,relu,relu,50.0,1.0,5.0,1.0,1.0,0.0,487372.75,619201167360.0,487372.75,38.94915771484375,1.0,786893.375,0.2111172378063202,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
148,148.0,nadam,mae,relu,relu,50.0,1.0,5.0,1.0,5.0,0.0,484045.5625,617225191424.0,484045.5625,38.34885787963867,1.0,785636.8125,0.21025247871875763,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
149,149.0,nadam,mae,relu,relu,50.0,1.0,5.0,1.0,10.0,0.0,468313.0625,605593272320.0,468313.0625,37.4375114440918,0.9999999403953552,778198.75,0.2022511214017868,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
150,150.0,nadam,mae,relu,relu,50.0,1.0,10.0,1.0,1.0,0.0,1556715.875,4781298941952.0,1556715.875,100.0,0.0,2186618.25,195.8067169189453,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
151,151.0,nadam,mae,relu,relu,50.0,1.0,10.0,1.0,5.0,0.0,1556715.875,4781298941952.0,1556715.875,100.0,0.0,2186618.25,195.8067169189453,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
152,152.0,nadam,mae,relu,relu,50.0,1.0,10.0,1.0,10.0,0.0,1556715.875,4781298941952.0,1556715.875,100.0,0.0,2186618.25,195.8067169189453,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
153,153.0,nadam,mae,relu,relu,50.0,10.0,1.0,1.0,1.0,0.0,1556715.875,4781298941952.0,1556715.875,100.0,0.0,2186618.25,195.8067169189453,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
154,154.0,nadam,mae,relu,relu,50.0,10.0,1.0,1.0,5.0,0.0,528166.875,707879436288.0,528166.875,40.61589813232422,1.0,841355.6875,0.23458252847194672,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
155,155.0,nadam,mae,relu,relu,50.0,10.0,1.0,1.0,10.0,0.0,1556715.875,4781298941952.0,1556715.875,100.0,0.0,2186618.25,195.8067169189453,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
156,156.0,nadam,mae,relu,relu,50.0,10.0,5.0,1.0,1.0,0.0,1556715.875,4781298941952.0,1556715.875,100.0,0.0,2186618.25,195.8067169189453,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
157,157.0,nadam,mae,relu,relu,50.0,10.0,5.0,1.0,5.0,0.0,1556715.875,4781298941952.0,1556715.875,100.0,0.0,2186618.25,195.8067169189453,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
158,158.0,nadam,mae,relu,relu,50.0,10.0,5.0,1.0,10.0,0.0,512197.84375,669665198080.0,512197.84375,39.850425720214844,1.0,818330.75,0.22528064250946045,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
159,159.0,nadam,mae,relu,relu,50.0,10.0,10.0,1.0,1.0,0.0,512842.78125,669301800960.0,512842.78125,40.016868591308594,1.0,818108.6875,0.22584542632102966,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
160,160.0,nadam,mae,relu,relu,50.0,10.0,10.0,1.0,5.0,0.0,1556715.875,4781298941952.0,1556715.875,100.0,0.0,2186618.25,195.8067169189453,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
161,161.0,nadam,mae,relu,relu,50.0,10.0,10.0,1.0,10.0,0.0,495468.46875,628514881536.0,495468.46875,39.49253845214844,1.0,792789.3125,0.2163037359714508,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
162,162.0,nadam,mae,relu,relu,50.0,32.0,1.0,1.0,1.0,0.0,1556715.875,4781298941952.0,1556715.875,100.0,0.0,2186618.25,195.8067169189453,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
163,163.0,nadam,mae,relu,relu,50.0,32.0,1.0,1.0,5.0,0.0,1556715.875,4781298941952.0,1556715.875,100.0,0.0,2186618.25,195.8067169189453,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
164,164.0,nadam,mae,relu,relu,50.0,32.0,1.0,1.0,10.0,0.0,1556715.875,4781298941952.0,1556715.875,100.0,0.0,2186618.25,195.8067169189453,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
165,165.0,nadam,mae,relu,relu,50.0,32.0,5.0,1.0,1.0,0.0,547468.75,772343398400.0,547468.75,39.30112075805664,1.0,878830.6875,0.2634410560131073,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
166,166.0,nadam,mae,relu,relu,50.0,32.0,5.0,1.0,5.0,0.0,1556715.875,4781298941952.0,1556715.875,100.0,0.0,2186618.25,195.8067169189453,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
167,167.0,nadam,mae,relu,relu,50.0,32.0,5.0,1.0,10.0,0.0,534562.0,731059126272.0,534562.0,39.79798889160156,0.9999999403953552,855019.9375,0.24565625190734863,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
168,168.0,nadam,mae,relu,relu,50.0,32.0,10.0,1.0,1.0,0.0,1556715.875,4781298941952.0,1556715.875,100.0,0.0,2186618.25,195.8067169189453,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
169,169.0,nadam,mae,relu,relu,50.0,32.0,10.0,1.0,5.0,0.0,1556715.875,4781298941952.0,1556715.875,100.0,0.0,2186618.25,195.8067169189453,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
170,170.0,nadam,mae,relu,relu,50.0,32.0,10.0,1.0,10.0,0.0,1556715.875,4781298941952.0,1556715.875,100.0,0.0,2186618.25,195.8067169189453,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
171,171.0,nadam,mae,relu,relu,50.0,100.0,1.0,1.0,1.0,0.0,1522117.625,4590209597440.0,1522117.625,97.3776626586914,1.0,2142477.5,14.467459678649902,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
172,172.0,nadam,mae,relu,relu,50.0,100.0,1.0,1.0,5.0,0.0,1475852.375,4344951078912.0,1475852.375,93.8373794555664,1.0,2084454.625,8.74609088897705,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
173,173.0,nadam,mae,relu,relu,50.0,100.0,1.0,1.0,10.0,0.0,1556715.875,4781298941952.0,1556715.875,100.0,0.0,2186618.25,195.8067169189453,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
174,174.0,nadam,mae,relu,relu,50.0,100.0,5.0,1.0,1.0,0.0,1529778.0,4626991022080.0,1529778.0,98.02506256103516,1.0,2151044.25,16.64710235595703,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
175,175.0,nadam,mae,relu,relu,50.0,100.0,5.0,1.0,5.0,0.0,1556715.875,4781298941952.0,1556715.875,100.0,0.0,2186618.25,195.8067169189453,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
176,176.0,nadam,mae,relu,relu,50.0,100.0,5.0,1.0,10.0,0.0,1203297.75,3019641716736.0,1203297.75,73.96620178222656,1.0,1737711.625,2.372025728225708,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
177,177.0,nadam,mae,relu,relu,50.0,100.0,10.0,1.0,1.0,0.0,1556715.875,4781298941952.0,1556715.875,100.0,0.0,2186618.25,195.8067169189453,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
178,178.0,nadam,mae,relu,relu,50.0,100.0,10.0,1.0,5.0,0.0,1381865.75,3847300317184.0,1381865.75,87.02305603027344,1.0,1961453.625,4.934980869293213,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
179,179.0,nadam,mae,relu,relu,50.0,100.0,10.0,1.0,10.0,0.0,629555.25,1022227120128.0,629555.25,40.570953369140625,1.0,1011052.5,0.3678324222564697,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
180,180.0,nadam,mae,relu,relu,100.0,1.0,1.0,1.0,1.0,0.0,1556715.875,4781298941952.0,1556715.875,100.0,0.0,2186618.25,195.8067169189453,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
181,181.0,nadam,mae,relu,relu,100.0,1.0,1.0,1.0,5.0,0.0,1556715.875,4781298941952.0,1556715.875,100.0,0.0,2186618.25,195.8067169189453,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
182,182.0,nadam,mae,relu,relu,100.0,1.0,1.0,1.0,10.0,0.0,1556715.875,4781298941952.0,1556715.875,100.0,0.0,2186618.25,195.8067169189453,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
183,183.0,nadam,mae,relu,relu,100.0,1.0,5.0,1.0,1.0,0.0,453141.96875,585723936768.0,453141.96875,37.58885192871094,1.0,765326.0625,0.19326701760292053,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
184,184.0,nadam,mae,relu,relu,100.0,1.0,5.0,1.0,5.0,0.0,1556715.875,4781298941952.0,1556715.875,100.0,0.0,2186618.25,195.8067169189453,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
185,185.0,nadam,mae,relu,relu,100.0,1.0,5.0,1.0,10.0,0.0,442215.21875,568462999552.0,442215.21875,36.54435348510742,1.0,753964.875,0.18794099986553192,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
186,186.0,nadam,mae,relu,relu,100.0,1.0,10.0,1.0,1.0,0.0,452354.40625,584361771008.0,452354.40625,37.23847579956055,1.0,764435.5625,0.1929003894329071,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
187,187.0,nadam,mae,relu,relu,100.0,1.0,10.0,1.0,5.0,0.0,444774.3125,572174106624.0,444774.3125,37.03965377807617,1.0,756421.9375,0.18963651359081268,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
188,188.0,nadam,mae,relu,relu,100.0,1.0,10.0,1.0,10.0,0.0,444263.75,567044079616.0,444263.75,37.35981369018555,1.0,753023.3125,0.1889623999595642,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
189,189.0,nadam,mae,relu,relu,100.0,10.0,1.0,1.0,1.0,0.0,515883.375,675630743552.0,515883.375,40.0626106262207,1.0,821967.625,0.22718942165374756,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
190,190.0,nadam,mae,relu,relu,100.0,10.0,1.0,1.0,5.0,0.0,1556715.875,4781298941952.0,1556715.875,100.0,0.0,2186618.25,195.8067169189453,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
191,191.0,nadam,mae,relu,relu,100.0,10.0,1.0,1.0,10.0,0.0,1556715.875,4781298941952.0,1556715.875,100.0,0.0,2186618.25,195.8067169189453,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
192,192.0,nadam,mae,relu,relu,100.0,10.0,5.0,1.0,1.0,0.0,1556715.875,4781298941952.0,1556715.875,100.0,0.0,2186618.25,195.8067169189453,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
193,193.0,nadam,mae,relu,relu,100.0,10.0,5.0,1.0,5.0,0.0,494817.0625,632056709120.0,494817.0625,38.98601150512695,1.0,795019.9375,0.21606025099754333,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
194,194.0,nadam,mae,relu,relu,100.0,10.0,5.0,1.0,10.0,0.0,1556715.875,4781298941952.0,1556715.875,100.0,0.0,2186618.25,195.8067169189453,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
195,195.0,nadam,mae,relu,relu,100.0,10.0,10.0,1.0,1.0,0.0,1556715.875,4781298941952.0,1556715.875,100.0,0.0,2186618.25,195.8067169189453,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
196,196.0,nadam,mae,relu,relu,100.0,10.0,10.0,1.0,5.0,0.0,485133.6875,616606203904.0,485133.6875,38.22073745727539,1.0,785242.75,0.21107891201972961,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
197,197.0,nadam,mae,relu,relu,100.0,10.0,10.0,1.0,10.0,0.0,488004.3125,619402625024.0,488004.3125,38.789859771728516,1.0,787021.375,0.2121083289384842,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
198,198.0,nadam,mae,relu,relu,100.0,32.0,1.0,1.0,1.0,0.0,1556715.875,4781298941952.0,1556715.875,100.0,0.0,2186618.25,195.8067169189453,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
199,199.0,nadam,mae,relu,relu,100.0,32.0,1.0,1.0,5.0,0.0,530016.0625,716618858496.0,530016.0625,40.3096809387207,1.0,846533.4375,0.2383279800415039,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
200,200.0,nadam,mae,relu,relu,100.0,32.0,1.0,1.0,10.0,0.0,522460.8125,692841676800.0,522460.8125,39.914581298828125,1.0,832371.125,0.2348754107952118,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
201,201.0,nadam,mae,relu,relu,100.0,32.0,5.0,1.0,1.0,0.0,1556715.875,4781298941952.0,1556715.875,100.0,0.0,2186618.25,195.8067169189453,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
202,202.0,nadam,mae,relu,relu,100.0,32.0,5.0,1.0,5.0,0.0,516778.28125,678625411072.0,516778.28125,40.083431243896484,1.0,823787.25,0.22952377796173096,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
203,203.0,nadam,mae,relu,relu,100.0,32.0,5.0,1.0,10.0,0.0,1556715.875,4781298941952.0,1556715.875,100.0,0.0,2186618.25,195.8067169189453,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
204,204.0,nadam,mae,relu,relu,100.0,32.0,10.0,1.0,1.0,0.0,524831.9375,702162337792.0,524831.9375,40.40114974975586,1.0,837951.25,0.23423492908477783,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
205,205.0,nadam,mae,relu,relu,100.0,32.0,10.0,1.0,5.0,0.0,506815.71875,656160063488.0,506815.71875,39.66996765136719,1.0,810037.0625,0.2235385775566101,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
206,206.0,nadam,mae,relu,relu,100.0,32.0,10.0,1.0,10.0,0.0,497483.71875,636755247104.0,497483.71875,39.19684600830078,0.9999999403953552,797969.4375,0.2181282490491867,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
207,207.0,nadam,mae,relu,relu,100.0,100.0,1.0,1.0,1.0,0.0,1556715.875,4781298941952.0,1556715.875,100.0,0.0,2186618.25,195.8067169189453,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
208,208.0,nadam,mae,relu,relu,100.0,100.0,1.0,1.0,5.0,0.0,1107755.75,2635838783488.0,1107755.75,67.44142150878906,1.0,1623526.625,1.7086814641952515,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
209,209.0,nadam,mae,relu,relu,100.0,100.0,1.0,1.0,10.0,0.0,1556715.875,4781298941952.0,1556715.875,100.0,0.0,2186618.25,195.8067169189453,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
210,210.0,nadam,mae,relu,relu,100.0,100.0,5.0,1.0,1.0,0.0,876019.5,1786206486528.0,876019.5,52.937828063964844,1.0,1336490.375,0.8412951827049255,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
211,211.0,nadam,mae,relu,relu,100.0,100.0,5.0,1.0,5.0,0.0,596438.75,919798480896.0,596438.75,39.64045715332031,1.0,959061.25,0.32546257972717285,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
212,212.0,nadam,mae,relu,relu,100.0,100.0,5.0,1.0,10.0,0.0,1556715.875,4781298941952.0,1556715.875,100.0,0.0,2186618.25,195.8067169189453,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
213,213.0,nadam,mae,relu,relu,100.0,100.0,10.0,1.0,1.0,0.0,1556715.875,4781298941952.0,1556715.875,100.0,0.0,2186618.25,195.8067169189453,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
214,214.0,nadam,mae,relu,relu,100.0,100.0,10.0,1.0,5.0,0.0,533091.75,725610201088.0,533091.75,39.99409103393555,1.0,851827.5625,0.2436894327402115,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
215,215.0,nadam,mae,relu,relu,100.0,100.0,10.0,1.0,10.0,0.0,530389.625,719532720128.0,530389.625,39.74064254760742,1.0,848252.75,0.24266819655895233,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
216,216.0,nadam,mae,selu,relu,50.0,1.0,1.0,1.0,1.0,0.0,1556500.25,4780627329024.0,1556500.25,99.97595977783203,0.9999999403953552,2186464.5,74.40247344970703,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
217,217.0,nadam,mae,selu,relu,50.0,1.0,1.0,1.0,5.0,0.0,486377.03125,616350154752.0,486377.03125,39.00347900390625,0.9999999403953552,785079.6875,0.21032682061195374,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
218,218.0,nadam,mae,selu,relu,50.0,1.0,1.0,1.0,10.0,0.0,483900.75,615991345152.0,483900.75,38.73380661010742,1.0,784851.1875,0.20962610840797424,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
219,219.0,nadam,mae,selu,relu,50.0,1.0,5.0,1.0,1.0,0.0,472146.84375,602691928064.0,472146.84375,37.702796936035156,1.0,776332.375,0.20472848415374756,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
220,220.0,nadam,mae,selu,relu,50.0,1.0,5.0,1.0,5.0,0.0,460996.28125,598104145920.0,460996.28125,37.39311218261719,1.0,773371.9375,0.19851075112819672,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
221,221.0,nadam,mae,selu,relu,50.0,1.0,5.0,1.0,10.0,0.0,457101.6875,596343652352.0,457101.6875,37.452388763427734,1.0,772232.875,0.19502204656600952,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
222,222.0,nadam,mae,selu,relu,50.0,1.0,10.0,1.0,1.0,0.0,1556498.0,4780621561856.0,1556498.0,99.9757308959961,0.9999999403953552,2186463.25,74.2352294921875,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
223,223.0,nadam,mae,selu,relu,50.0,1.0,10.0,1.0,5.0,0.0,1556715.875,4781298941952.0,1556715.875,100.0,0.0,2186618.25,195.8067169189453,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
224,224.0,nadam,mae,selu,relu,50.0,1.0,10.0,1.0,10.0,0.0,460139.21875,595286556672.0,460139.21875,37.5919075012207,1.0,771548.125,0.19733797013759613,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
225,225.0,nadam,mae,selu,relu,50.0,10.0,1.0,1.0,1.0,0.0,528464.75,713031942144.0,528464.75,40.59905242919922,1.0,844412.1875,0.23504802584648132,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
226,226.0,nadam,mae,selu,relu,50.0,10.0,1.0,1.0,5.0,0.0,528981.9375,715328716800.0,528981.9375,40.7476692199707,1.0,845771.0625,0.23502855002880096,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
227,227.0,nadam,mae,selu,relu,50.0,10.0,1.0,1.0,10.0,0.0,521414.28125,692191297536.0,521414.28125,40.280052185058594,1.0,831980.375,0.23134568333625793,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
228,228.0,nadam,mae,selu,relu,50.0,10.0,5.0,1.0,1.0,0.0,521111.28125,688468852736.0,521111.28125,40.51384353637695,1.0,829740.25,0.22984956204891205,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
229,229.0,nadam,mae,selu,relu,50.0,10.0,5.0,1.0,5.0,0.0,520166.25,689084104704.0,520166.25,40.3861198425293,1.0,830110.875,0.23036077618598938,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
