,model_num,optimizer,loss_fn,activation_fn,output_activation_fn,epochs,batch_size,neurons_in_inputlayer,num_hiddenlayer,neurons_in_hiddenlayer,num_dropout_layers,loss,mse_test,mae_test,mape_test,cosine_similarity_test,rmse_test,msle_test,validation_split,input_dimensions,corr,total_runtime
230,230.0,nadam,mae,selu,relu,50.0,10.0,5.0,1.0,10.0,0.0,503897.59375,644216848384.0,503897.59375,39.733673095703125,1.0,802631.1875,0.22112414240837097,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
231,231.0,nadam,mae,selu,relu,50.0,10.0,10.0,1.0,1.0,0.0,513736.3125,671467962368.0,513736.3125,40.03254318237305,1.0,819431.5,0.22617997229099274,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
232,232.0,nadam,mae,selu,relu,50.0,10.0,10.0,1.0,5.0,0.0,1556715.875,4781298941952.0,1556715.875,100.0,0.0,2186618.25,195.8067169189453,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
233,233.0,nadam,mae,selu,relu,50.0,10.0,10.0,1.0,10.0,0.0,1556715.875,4781298941952.0,1556715.875,100.0,0.0,2186618.25,195.8067169189453,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
234,234.0,nadam,mae,selu,relu,50.0,32.0,1.0,1.0,1.0,0.0,1556706.5,4781270630400.0,1556706.5,99.9989242553711,0.9877049326896667,2186611.75,135.93251037597656,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
235,235.0,nadam,mae,selu,relu,50.0,32.0,1.0,1.0,5.0,0.0,1556566.25,4780832849920.0,1556566.25,99.9832992553711,0.9999999403953552,2186511.5,80.77898406982422,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
236,236.0,nadam,mae,selu,relu,50.0,32.0,1.0,1.0,10.0,0.0,601300.125,925745872896.0,601300.125,39.79574203491211,1.0,962156.875,0.336696982383728,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
237,237.0,nadam,mae,selu,relu,50.0,32.0,5.0,1.0,1.0,0.0,1556715.875,4781298941952.0,1556715.875,100.0,0.0,2186618.25,195.8067169189453,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
238,238.0,nadam,mae,selu,relu,50.0,32.0,5.0,1.0,5.0,0.0,530749.375,719855616000.0,530749.375,40.17654800415039,1.0,848443.0625,0.23963500559329987,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
239,239.0,nadam,mae,selu,relu,50.0,32.0,5.0,1.0,10.0,0.0,530609.0625,718736261120.0,530609.0625,40.42664337158203,1.0,847783.125,0.23826590180397034,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
240,240.0,nadam,mae,selu,relu,50.0,32.0,10.0,1.0,1.0,0.0,1556706.625,4781269581824.0,1556706.625,99.9989242553711,0.9979507327079773,2186611.5,135.56285095214844,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
241,241.0,nadam,mae,selu,relu,50.0,32.0,10.0,1.0,5.0,0.0,547039.6875,772083351552.0,547039.6875,39.05452346801758,1.0,878682.75,0.2633107304573059,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
242,242.0,nadam,mae,selu,relu,50.0,32.0,10.0,1.0,10.0,0.0,521956.46875,694424698880.0,521956.46875,40.171058654785156,1.0,833321.5,0.232621967792511,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
243,243.0,nadam,mae,selu,relu,50.0,100.0,1.0,1.0,1.0,0.0,1556711.125,4781283737600.0,1556711.125,99.99946594238281,0.9815573692321777,2186614.75,149.6667938232422,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
244,244.0,nadam,mae,selu,relu,50.0,100.0,1.0,1.0,5.0,0.0,1503274.625,4486364397568.0,1503274.625,95.9780044555664,1.0,2118104.0,11.418767929077148,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
245,245.0,nadam,mae,selu,relu,50.0,100.0,1.0,1.0,10.0,0.0,1556685.75,4781206142976.0,1556685.75,99.99665069580078,1.0,2186597.0,111.57318878173828,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
246,246.0,nadam,mae,selu,relu,50.0,100.0,5.0,1.0,1.0,0.0,1556713.25,4781291077632.0,1556713.25,99.99968719482422,0.9979507923126221,2186616.25,160.77647399902344,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
247,247.0,nadam,mae,selu,relu,50.0,100.0,5.0,1.0,5.0,0.0,1556715.875,4781298941952.0,1556715.875,100.0,0.0,2186618.25,195.8067169189453,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
248,248.0,nadam,mae,selu,relu,50.0,100.0,5.0,1.0,10.0,0.0,1153081.5,2824530296832.0,1153081.5,70.3883056640625,1.0,1680633.875,1.9719278812408447,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
249,249.0,nadam,mae,selu,relu,50.0,100.0,10.0,1.0,1.0,0.0,1358904.125,3732062601216.0,1358904.125,85.35509490966797,1.0,1931854.75,4.428998947143555,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
250,250.0,nadam,mae,selu,relu,50.0,100.0,10.0,1.0,5.0,0.0,912538.875,1877071888384.0,912538.875,55.60810852050781,1.0,1370062.75,0.9645814895629883,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
251,251.0,nadam,mae,selu,relu,50.0,100.0,10.0,1.0,10.0,0.0,762884.4375,1420274040832.0,762884.4375,46.616363525390625,1.0,1191752.5,0.5959065556526184,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
252,252.0,nadam,mae,selu,relu,100.0,1.0,1.0,1.0,1.0,0.0,1556715.875,4781298941952.0,1556715.875,100.0,0.0,2186618.25,195.8067169189453,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
253,253.0,nadam,mae,selu,relu,100.0,1.0,1.0,1.0,5.0,0.0,469470.90625,604340092928.0,469470.90625,37.73473358154297,1.0,777393.125,0.2019353061914444,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
254,254.0,nadam,mae,selu,relu,100.0,1.0,1.0,1.0,10.0,0.0,1203399.5,3777211662336.0,1203399.5,65.9800033569336,1.0,1943505.0,1.885485053062439,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
255,255.0,nadam,mae,selu,relu,100.0,1.0,5.0,1.0,1.0,0.0,1556284.25,4779961483264.0,1556284.25,99.95183563232422,0.9979507327079773,2186312.25,63.27878189086914,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
256,256.0,nadam,mae,selu,relu,100.0,1.0,5.0,1.0,5.0,0.0,449972.96875,582932889600.0,449972.96875,36.805843353271484,1.0,763500.4375,0.1915014088153839,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
257,257.0,nadam,mae,selu,relu,100.0,1.0,5.0,1.0,10.0,0.0,450064.96875,585919299584.0,450064.96875,36.641937255859375,1.0,765453.625,0.19120708107948303,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
258,258.0,nadam,mae,selu,relu,100.0,1.0,10.0,1.0,1.0,0.0,1556283.75,4779955716096.0,1556283.75,99.95182800292969,0.9979507923126221,2186311.0,63.24665832519531,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
259,259.0,nadam,mae,selu,relu,100.0,1.0,10.0,1.0,5.0,0.0,444899.84375,574361108480.0,444899.84375,36.78116989135742,1.0,757866.125,0.1891801655292511,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
260,260.0,nadam,mae,selu,relu,100.0,1.0,10.0,1.0,10.0,0.0,438486.0625,564068286464.0,438486.0625,36.019710540771484,1.0,751044.8125,0.18770307302474976,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
261,261.0,nadam,mae,selu,relu,100.0,10.0,1.0,1.0,1.0,0.0,1556671.125,4781159481344.0,1556671.125,99.99500274658203,1.0,2186586.25,103.49695587158203,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
262,262.0,nadam,mae,selu,relu,100.0,10.0,1.0,1.0,5.0,0.0,505093.0625,649092333568.0,505093.0625,39.633087158203125,1.0,805662.6875,0.2211792767047882,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
263,263.0,nadam,mae,selu,relu,100.0,10.0,1.0,1.0,10.0,0.0,507631.03125,659767427072.0,507631.03125,39.68571090698242,1.0,812260.6875,0.22206787765026093,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
264,264.0,nadam,mae,selu,relu,100.0,10.0,5.0,1.0,1.0,0.0,493781.78125,627915882496.0,493781.78125,38.86716079711914,1.0,792411.4375,0.21509163081645966,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
265,265.0,nadam,mae,selu,relu,100.0,10.0,5.0,1.0,5.0,0.0,490113.6875,625955176448.0,490113.6875,38.703819274902344,1.0,791173.3125,0.21339908242225647,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
266,266.0,nadam,mae,selu,relu,100.0,10.0,5.0,1.0,10.0,0.0,474072.5625,607108399104.0,474072.5625,37.70563888549805,1.0,779171.625,0.20506227016448975,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
267,267.0,nadam,mae,selu,relu,100.0,10.0,10.0,1.0,1.0,0.0,1556715.875,4781298941952.0,1556715.875,100.0,0.0,2186618.25,195.8067169189453,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
268,268.0,nadam,mae,selu,relu,100.0,10.0,10.0,1.0,5.0,0.0,1556715.875,4781298941952.0,1556715.875,100.0,0.0,2186618.25,195.8067169189453,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
269,269.0,nadam,mae,selu,relu,100.0,10.0,10.0,1.0,10.0,0.0,483186.21875,615212974080.0,483186.21875,38.2796516418457,1.0,784355.125,0.2093425691127777,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
270,270.0,nadam,mae,selu,relu,100.0,32.0,1.0,1.0,1.0,0.0,1556701.25,4781253328896.0,1556701.25,99.99836730957031,1.0,2186607.75,126.51841735839844,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
271,271.0,nadam,mae,selu,relu,100.0,32.0,1.0,1.0,5.0,0.0,1556292.875,4780001853440.0,1556292.875,99.95246124267578,0.9877049326896667,2186321.5,64.90282440185547,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
272,272.0,nadam,mae,selu,relu,100.0,32.0,1.0,1.0,10.0,0.0,1555631.5,4777913614336.0,1555631.5,99.87936401367188,0.9938523769378662,2185844.0,50.084938049316406,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
273,273.0,nadam,mae,selu,relu,100.0,32.0,5.0,1.0,1.0,0.0,1556700.75,4781250707456.0,1556700.75,99.99827575683594,0.9999999403953552,2186607.0,125.2717056274414,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
274,274.0,nadam,mae,selu,relu,100.0,32.0,5.0,1.0,5.0,0.0,511213.5,663041015808.0,511213.5,39.685691833496094,1.0,814273.3125,0.22685417532920837,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
275,275.0,nadam,mae,selu,relu,100.0,32.0,5.0,1.0,10.0,0.0,504964.3125,652955484160.0,504964.3125,39.55774688720703,1.0,808056.625,0.22269123792648315,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
276,276.0,nadam,mae,selu,relu,100.0,32.0,10.0,1.0,1.0,0.0,510769.09375,665982402560.0,510769.09375,39.79907989501953,1.0,816077.4375,0.22571122646331787,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
277,277.0,nadam,mae,selu,relu,100.0,32.0,10.0,1.0,5.0,0.0,516457.4375,678295240704.0,516457.4375,40.065826416015625,1.0,823586.8125,0.22921042144298553,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
278,278.0,nadam,mae,selu,relu,100.0,32.0,10.0,1.0,10.0,0.0,504702.0625,650791485440.0,504702.0625,39.54844665527344,1.0,806716.5,0.22228336334228516,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
279,279.0,nadam,mae,selu,relu,100.0,100.0,1.0,1.0,1.0,0.0,1556715.875,4781298941952.0,1556715.875,100.0,0.004098360426723957,2186618.25,195.5964813232422,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
280,280.0,nadam,mae,selu,relu,100.0,100.0,1.0,1.0,5.0,0.0,1374079.0,3807853674496.0,1374079.0,86.46630859375,1.0,1951372.25,4.7505574226379395,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
281,281.0,nadam,mae,selu,relu,100.0,100.0,1.0,1.0,10.0,0.0,911488.5625,1871676833792.0,911488.5625,55.560752868652344,1.0,1368092.375,0.9625449776649475,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
282,282.0,nadam,mae,selu,relu,100.0,100.0,5.0,1.0,1.0,0.0,1556710.5,4781281640448.0,1556710.5,99.99938201904297,0.9999999403953552,2186614.25,146.44833374023438,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
283,283.0,nadam,mae,selu,relu,100.0,100.0,5.0,1.0,5.0,0.0,712797.3125,1259061903360.0,712797.3125,44.120201110839844,1.0,1122079.25,0.506523847579956,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
284,284.0,nadam,mae,selu,relu,100.0,100.0,5.0,1.0,10.0,0.0,536332.625,737214660608.0,536332.625,39.822975158691406,1.0,858612.0625,0.247144877910614,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
285,285.0,nadam,mae,selu,relu,100.0,100.0,10.0,1.0,1.0,0.0,1556715.875,4781298941952.0,1556715.875,100.0,0.0,2186618.25,195.8067169189453,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
286,286.0,nadam,mae,selu,relu,100.0,100.0,10.0,1.0,5.0,0.0,535357.0625,733162438656.0,535357.0625,39.496131896972656,1.0,856249.0625,0.24915938079357147,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
287,287.0,nadam,mae,selu,relu,100.0,100.0,10.0,1.0,10.0,0.0,526225.5,705425571840.0,526225.5,40.2227897644043,1.0,839896.1875,0.23681038618087769,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
288,288.0,nadam,msle,relu,relu,50.0,1.0,1.0,1.0,1.0,0.0,195.8067169189453,4781298941952.0,1556715.875,100.0,0.0,2186618.25,195.8067169189453,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
289,289.0,nadam,msle,relu,relu,50.0,1.0,1.0,1.0,5.0,0.0,195.8067169189453,4781298941952.0,1556715.875,100.0,0.0,2186618.25,195.8067169189453,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
290,290.0,nadam,msle,relu,relu,50.0,1.0,1.0,1.0,10.0,0.0,0.19742539525032043,611060023296.0,463696.4375,37.31229019165039,1.0,781703.3125,0.19742539525032043,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
291,291.0,nadam,msle,relu,relu,50.0,1.0,5.0,1.0,1.0,0.0,195.8067169189453,4781298941952.0,1556715.875,100.0,0.0,2186618.25,195.8067169189453,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
292,292.0,nadam,msle,relu,relu,50.0,1.0,5.0,1.0,5.0,0.0,0.1861436814069748,609011826688.0,449822.375,36.19062805175781,1.0,780392.125,0.1861436814069748,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
293,293.0,nadam,msle,relu,relu,50.0,1.0,5.0,1.0,10.0,0.0,0.1876993328332901,610907258880.0,450365.1875,36.58546447753906,1.0,781605.5625,0.1876993328332901,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
294,294.0,nadam,msle,relu,relu,50.0,1.0,10.0,1.0,1.0,0.0,0.18753479421138763,597890891776.0,447109.625,36.90968704223633,1.0,773234.0625,0.18753479421138763,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
295,295.0,nadam,msle,relu,relu,50.0,1.0,10.0,1.0,5.0,0.0,0.18095438182353973,598551560192.0,443471.4375,35.34760284423828,1.0,773661.125,0.18095438182353973,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
296,296.0,nadam,msle,relu,relu,50.0,1.0,10.0,1.0,10.0,0.0,0.18250001966953278,586692100096.0,442538.78125,35.80841064453125,1.0,765958.3125,0.18250001966953278,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
297,297.0,nadam,msle,relu,relu,50.0,10.0,1.0,1.0,1.0,0.0,195.8067169189453,4781298941952.0,1556715.875,100.0,0.0,2186618.25,195.8067169189453,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
298,298.0,nadam,msle,relu,relu,50.0,10.0,1.0,1.0,5.0,0.0,0.6887782216072083,1488947642368.0,797386.3125,48.968597412109375,1.0,1220224.375,0.6887782216072083,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
299,299.0,nadam,msle,relu,relu,50.0,10.0,1.0,1.0,10.0,0.0,1.4915603399276733,2552254431232.0,1076610.625,64.81396484375,1.0,1597577.625,1.4915603399276733,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
300,300.0,nadam,msle,relu,relu,50.0,10.0,5.0,1.0,1.0,0.0,195.8067169189453,4781298941952.0,1556715.875,100.0,0.0,2186618.25,195.8067169189453,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
301,301.0,nadam,msle,relu,relu,50.0,10.0,5.0,1.0,5.0,0.0,0.32238784432411194,894359633920.0,589670.625,39.42390441894531,1.0,945705.875,0.32238784432411194,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
302,302.0,nadam,msle,relu,relu,50.0,10.0,5.0,1.0,10.0,0.0,1.7301421165466309,2678456582144.0,1113536.5,67.7042007446289,1.0,1636599.125,1.7301421165466309,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
303,303.0,nadam,msle,relu,relu,50.0,10.0,10.0,1.0,1.0,0.0,195.8067169189453,4781298941952.0,1556715.875,100.0,0.0,2186618.25,195.8067169189453,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
304,304.0,nadam,msle,relu,relu,50.0,10.0,10.0,1.0,5.0,0.0,0.283727765083313,803661348864.0,559082.4375,39.10948181152344,1.0,896471.625,0.283727765083313,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
305,305.0,nadam,msle,relu,relu,50.0,10.0,10.0,1.0,10.0,0.0,0.24090372025966644,726217785344.0,529613.1875,40.4289436340332,1.0,852184.125,0.24090372025966644,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
306,306.0,nadam,msle,relu,relu,50.0,32.0,1.0,1.0,1.0,0.0,195.8067169189453,4781298941952.0,1556715.875,100.0,0.0,2186618.25,195.8067169189453,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
307,307.0,nadam,msle,relu,relu,50.0,32.0,1.0,1.0,5.0,0.0,19.554365158081055,4687818391552.0,1538875.875,98.57943725585938,1.0,2165137.0,19.554365158081055,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
308,308.0,nadam,msle,relu,relu,50.0,32.0,1.0,1.0,10.0,0.0,195.8067169189453,4781298941952.0,1556715.875,100.0,0.0,2186618.25,195.8067169189453,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
309,309.0,nadam,msle,relu,relu,50.0,32.0,5.0,1.0,1.0,0.0,23.497360229492188,4719976120320.0,1545041.5,99.08265686035156,1.0,2172550.5,23.497360229492188,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
310,310.0,nadam,msle,relu,relu,50.0,32.0,5.0,1.0,5.0,0.0,4.723262786865234,3807657590784.0,1373374.0,86.37348175048828,1.0,1951322.0,4.723262786865234,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
311,311.0,nadam,msle,relu,relu,50.0,32.0,5.0,1.0,10.0,0.0,6.2983880043029785,4057486327808.0,1425241.75,90.34321594238281,1.0,2014320.375,6.2983880043029785,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
312,312.0,nadam,msle,relu,relu,50.0,32.0,10.0,1.0,1.0,0.0,195.8067169189453,4781298941952.0,1556715.875,100.0,0.0,2186618.25,195.8067169189453,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
313,313.0,nadam,msle,relu,relu,50.0,32.0,10.0,1.0,5.0,0.0,9.547006607055664,4372834549760.0,1483713.125,94.62940979003906,1.0,2091132.375,9.547006607055664,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
314,314.0,nadam,msle,relu,relu,50.0,32.0,10.0,1.0,10.0,0.0,7.6396403312683105,4219117764608.0,1455231.25,92.53236389160156,1.0,2054049.125,7.6396403312683105,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
315,315.0,nadam,msle,relu,relu,50.0,100.0,1.0,1.0,1.0,0.0,195.8067169189453,4781298941952.0,1556715.875,100.0,0.0,2186618.25,195.8067169189453,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
316,316.0,nadam,msle,relu,relu,50.0,100.0,1.0,1.0,5.0,0.0,36.18793487548828,4764113305600.0,1553188.625,99.70841979980469,1.0,2182685.0,36.18793487548828,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
317,317.0,nadam,msle,relu,relu,50.0,100.0,1.0,1.0,10.0,0.0,34.89836120605469,4753536843776.0,1552084.25,99.68070220947266,1.0,2180260.75,34.89836120605469,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
318,318.0,nadam,msle,relu,relu,50.0,100.0,5.0,1.0,1.0,0.0,195.8067169189453,4781298941952.0,1556715.875,100.0,0.0,2186618.25,195.8067169189453,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
319,319.0,nadam,msle,relu,relu,50.0,100.0,5.0,1.0,5.0,0.0,19.46765899658203,4680772485120.0,1538216.25,98.57450103759766,1.0,2163509.25,19.46765899658203,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
320,320.0,nadam,msle,relu,relu,50.0,100.0,5.0,1.0,10.0,0.0,24.031095504760742,4715059871744.0,1545074.75,99.13451385498047,1.0,2171418.75,24.031095504760742,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
321,321.0,nadam,msle,relu,relu,50.0,100.0,10.0,1.0,1.0,0.0,195.8067169189453,4781298941952.0,1556715.875,100.0,0.0,2186618.25,195.8067169189453,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
322,322.0,nadam,msle,relu,relu,50.0,100.0,10.0,1.0,5.0,0.0,195.8067169189453,4781298941952.0,1556715.875,100.0,0.0,2186618.25,195.8067169189453,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
323,323.0,nadam,msle,relu,relu,50.0,100.0,10.0,1.0,10.0,0.0,195.8067169189453,4781298941952.0,1556715.875,100.0,0.0,2186618.25,195.8067169189453,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
324,324.0,nadam,msle,relu,relu,100.0,1.0,1.0,1.0,1.0,0.0,195.8067169189453,4781298941952.0,1556715.875,100.0,0.0,2186618.25,195.8067169189453,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
325,325.0,nadam,msle,relu,relu,100.0,1.0,1.0,1.0,5.0,0.0,0.1849401891231537,584123416576.0,443609.5,36.378116607666016,1.0,764279.6875,0.1849401891231537,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
326,326.0,nadam,msle,relu,relu,100.0,1.0,1.0,1.0,10.0,0.0,0.18637996912002563,592076079104.0,446173.5,36.33629608154297,1.0,769464.8125,0.18637996912002563,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
327,327.0,nadam,msle,relu,relu,100.0,1.0,5.0,1.0,1.0,0.0,0.18104082345962524,581213749248.0,440639.5625,35.82167434692383,1.0,762373.75,0.18104082345962524,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
328,328.0,nadam,msle,relu,relu,100.0,1.0,5.0,1.0,5.0,0.0,0.18153610825538635,574941560832.0,440362.375,35.898014068603516,1.0,758249.0,0.18153610825538635,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
329,329.0,nadam,msle,relu,relu,100.0,1.0,5.0,1.0,10.0,0.0,195.8067169189453,4781298941952.0,1556715.875,100.0,0.0,2186618.25,195.8067169189453,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
330,330.0,nadam,msle,relu,relu,100.0,1.0,10.0,1.0,1.0,0.0,0.17845211923122406,564881915904.0,437425.09375,35.70646667480469,1.0,751586.25,0.17845211923122406,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
331,331.0,nadam,msle,relu,relu,100.0,1.0,10.0,1.0,5.0,0.0,0.17629043757915497,576853573632.0,437940.15625,35.28810119628906,1.0,759508.75,0.17629043757915497,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
332,332.0,nadam,msle,relu,relu,100.0,1.0,10.0,1.0,10.0,0.0,195.8067169189453,4781298941952.0,1556715.875,100.0,0.0,2186618.25,195.8067169189453,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
333,333.0,nadam,msle,relu,relu,100.0,10.0,1.0,1.0,1.0,0.0,195.8067169189453,4781298941952.0,1556715.875,100.0,0.0,2186618.25,195.8067169189453,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
334,334.0,nadam,msle,relu,relu,100.0,10.0,1.0,1.0,5.0,0.0,195.8067169189453,4781298941952.0,1556715.875,100.0,0.0,2186618.25,195.8067169189453,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
335,335.0,nadam,msle,relu,relu,100.0,10.0,1.0,1.0,10.0,0.0,0.22880829870700836,699435581440.0,520953.59375,41.799800872802734,1.0,836322.625,0.22880829870700836,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
336,336.0,nadam,msle,relu,relu,100.0,10.0,5.0,1.0,1.0,0.0,195.8067169189453,4781298941952.0,1556715.875,100.0,0.0,2186618.25,195.8067169189453,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
337,337.0,nadam,msle,relu,relu,100.0,10.0,5.0,1.0,5.0,0.0,0.22099171578884125,677092392960.0,508225.875,40.780757904052734,1.0,822856.25,0.22099171578884125,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
338,338.0,nadam,msle,relu,relu,100.0,10.0,5.0,1.0,10.0,0.0,0.2228734940290451,700342075392.0,512330.5625,41.209991455078125,1.0,836864.4375,0.2228734940290451,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
339,339.0,nadam,msle,relu,relu,100.0,10.0,10.0,1.0,1.0,0.0,195.8067169189453,4781298941952.0,1556715.875,100.0,0.0,2186618.25,195.8067169189453,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
340,340.0,nadam,msle,relu,relu,100.0,10.0,10.0,1.0,5.0,0.0,0.2170710414648056,652599623680.0,496842.9375,39.968997955322266,1.0,807836.375,0.2170710414648056,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
341,341.0,nadam,msle,relu,relu,100.0,10.0,10.0,1.0,10.0,0.0,0.21981756389141083,663214620672.0,504718.84375,40.624794006347656,1.0,814379.875,0.21981756389141083,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
342,342.0,nadam,msle,relu,relu,100.0,32.0,1.0,1.0,1.0,0.0,9.604424476623535,4390058196992.0,1485758.875,94.68804931640625,1.0,2095246.625,9.604424476623535,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
343,343.0,nadam,msle,relu,relu,100.0,32.0,1.0,1.0,5.0,0.0,195.8067169189453,4781298941952.0,1556715.875,100.0,0.0,2186618.25,195.8067169189453,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
344,344.0,nadam,msle,relu,relu,100.0,32.0,1.0,1.0,10.0,0.0,4.629821300506592,3842585133056.0,1374044.875,85.99757385253906,1.0,1960251.25,4.629821300506592,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
345,345.0,nadam,msle,relu,relu,100.0,32.0,5.0,1.0,1.0,0.0,195.8067169189453,4781298941952.0,1556715.875,100.0,0.0,2186618.25,195.8067169189453,0.2,28.0,0.5289031736657247,0 days 11:38:05.659393
